step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.01875
20000,0.0,0.0,200.0,0.005
30000,0.0,0.0,200.0,0.10875
40000,0.0,0.0,200.0,0.35125
50000,0.0,0.0,200.0,0.0605
60000,0.0,0.0,200.0,0.787
70000,0.0,0.0,200.0,0.299
80000,0.0,0.0,200.0,0.0135
90000,0.0,0.0,200.0,0.01
100000,0.0,0.0,200.0,0.2085
