step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.71075
20000,0.0,0.0,200.0,0.29125
30000,0.0,0.0,200.0,0.12275
40000,0.0,0.0,200.0,0.19675
50000,0.0,0.0,200.0,0.0065
60000,0.0,0.0,200.0,0.403
70000,0.0,0.0,200.0,0.00575
80000,0.0,0.0,200.0,0.0325
90000,0.0,0.0,200.0,0.128
100000,0.0,0.0,200.0,0.46375
