step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction,method,beta,seed,label
30000,0.0,0.0,200.0,0.01125,rnd,0.05,4,RND (beta=0.05)
40000,0.0,0.0,200.0,0.00775,rnd,0.05,4,RND (beta=0.05)
50000,0.0,0.0,200.0,0.0385,rnd,0.05,4,RND (beta=0.05)
60000,0.0,0.0,200.0,0.508,rnd,0.05,4,RND (beta=0.05)
70000,0.0,0.0,200.0,0.015,rnd,0.05,4,RND (beta=0.05)
80000,0.0,0.0,200.0,0.0125,rnd,0.05,4,RND (beta=0.05)
90000,0.0,0.0,200.0,0.04675,rnd,0.05,4,RND (beta=0.05)
100000,0.0,0.0,200.0,0.0355,rnd,0.05,4,RND (beta=0.05)
0,0.0,0.0,200.0,0.9125,rnd,0.1,0,RND (beta=0.1)
10000,0.0,0.0,200.0,0.11575,rnd,0.1,0,RND (beta=0.1)
20000,0.0,0.0,200.0,0.005,rnd,0.1,0,RND (beta=0.1)
30000,0.0,0.0,200.0,0.229,rnd,0.1,0,RND (beta=0.1)
40000,0.0,0.0,200.0,0.05075,rnd,0.1,0,RND (beta=0.1)
50000,0.0,0.0,200.0,0.069,rnd,0.1,0,RND (beta=0.1)
60000,0.0,0.0,200.0,0.022,rnd,0.1,0,RND (beta=0.1)
70000,0.0,0.0,200.0,0.0385,rnd,0.1,0,RND (beta=0.1)
80000,0.0,0.0,200.0,0.03575,rnd,0.1,0,RND (beta=0.1)
90000,0.0,0.0,200.0,0.101,rnd,0.1,0,RND (beta=0.1)
100000,0.0,0.0,200.0,0.01,rnd,0.1,0,RND (beta=0.1)
0,0.0,0.0,200.0,1.0,rnd,0.1,1,RND (beta=0.1)
10000,0.0,0.0,200.0,0.01825,rnd,0.1,1,RND (beta=0.1)
20000,0.0,0.0,200.0,0.01,rnd,0.1,1,RND (beta=0.1)
30000,0.0,0.0,200.0,0.0405,rnd,0.1,1,RND (beta=0.1)
40000,0.0,0.0,200.0,0.00775,rnd,0.1,1,RND (beta=0.1)
50000,0.0,0.0,200.0,0.025,rnd,0.1,1,RND (beta=0.1)
60000,0.0,0.0,200.0,0.017,rnd,0.1,1,RND (beta=0.1)
70000,0.0,0.0,200.0,0.143,rnd,0.1,1,RND (beta=0.1)
80000,0.0,0.0,200.0,0.02425,rnd,0.1,1,RND (beta=0.1)
90000,0.0,0.0,200.0,0.98,rnd,0.1,1,RND (beta=0.1)
100000,0.0,0.0,200.0,0.109,rnd,0.1,1,RND (beta=0.1)
0,0.0,0.0,200.0,0.005,rnd,0.1,2,RND (beta=0.1)
10000,0.0,0.0,200.0,0.01225,rnd,0.1,2,RND (beta=0.1)
20000,0.0,0.0,200.0,0.005,rnd,0.1,2,RND (beta=0.1)
30000,0.0,0.0,200.0,0.0135,rnd,0.1,2,RND (beta=0.1)
40000,0.0,0.0,200.0,0.052,rnd,0.1,2,RND (beta=0.1)
50000,0.0,0.0,200.0,0.058,rnd,0.1,2,RND (beta=0.1)
60000,0.0,0.0,200.0,0.0785,rnd,0.1,2,RND (beta=0.1)
70000,0.0,0.0,200.0,0.09025,rnd,0.1,2,RND (beta=0.1)
80000,0.0,0.0,200.0,0.099,rnd,0.1,2,RND (beta=0.1)
90000,0.0,0.0,200.0,0.059,rnd,0.1,2,RND (beta=0.1)
100000,0.0,0.0,200.0,0.62975,rnd,0.1,2,RND (beta=0.1)
0,0.0,0.0,200.0,0.005,rnd,0.1,3,RND (beta=0.1)
10000,0.0,0.0,200.0,1.0,rnd,0.1,3,RND (beta=0.1)
20000,0.0,0.0,200.0,0.4115,rnd,0.1,3,RND (beta=0.1)
30000,0.0,0.0,200.0,0.0225,rnd,0.1,3,RND (beta=0.1)
40000,0.0,0.0,200.0,0.45225,rnd,0.1,3,RND (beta=0.1)
50000,0.0,0.0,200.0,0.18,rnd,0.1,3,RND (beta=0.1)
60000,0.0,0.0,200.0,0.948,rnd,0.1,3,RND (beta=0.1)
70000,0.0,0.0,200.0,0.88425,rnd,0.1,3,RND (beta=0.1)
80000,0.0,0.0,200.0,0.0555,rnd,0.1,3,RND (beta=0.1)
90000,0.0,0.0,200.0,0.78975,rnd,0.1,3,RND (beta=0.1)
100000,0.0,0.0,200.0,0.045,rnd,0.1,3,RND (beta=0.1)
0,0.0,0.0,200.0,0.005,rnd,0.1,4,RND (beta=0.1)
10000,0.0,0.0,200.0,0.04425,rnd,0.1,4,RND (beta=0.1)
20000,0.0,0.0,200.0,0.56875,rnd,0.1,4,RND (beta=0.1)
30000,0.0,0.0,200.0,0.0105,rnd,0.1,4,RND (beta=0.1)
40000,0.0,0.0,200.0,0.00775,rnd,0.1,4,RND (beta=0.1)
50000,0.0,0.0,200.0,0.111,rnd,0.1,4,RND (beta=0.1)
60000,0.0,0.0,200.0,0.798,rnd,0.1,4,RND (beta=0.1)
70000,0.0,0.0,200.0,0.3025,rnd,0.1,4,RND (beta=0.1)
80000,0.0,0.0,200.0,0.01,rnd,0.1,4,RND (beta=0.1)
90000,0.0,0.0,200.0,0.02575,rnd,0.1,4,RND (beta=0.1)
100000,0.0,0.0,200.0,0.0125,rnd,0.1,4,RND (beta=0.1)
