step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.1395
20000,0.0,0.0,200.0,0.77375
30000,0.0,0.0,200.0,0.008
40000,0.0,0.0,200.0,0.005
50000,0.0,0.0,200.0,0.0195
60000,0.0,0.0,200.0,0.02275
70000,0.0,0.0,200.0,0.0145
80000,0.0,0.0,200.0,0.005
90000,0.0,0.0,200.0,0.006
100000,0.0,0.0,200.0,0.0865
