episode,end_step,length,extrinsic_return,shaped_return,success,tv_fraction
0,200,200,0.0,0.0,0,0.24
1,400,200,0.0,0.0,0,0.12
2,600,200,0.0,0.0,0,0.215
3,800,200,0.0,0.0,0,0.1
4,1000,200,0.0,0.0,0,0.125
5,1200,200,0.0,0.0,0,0.27
6,1400,200,0.0,0.0,0,0.135
7,1600,200,0.0,0.0,0,0.005
8,1800,200,0.0,0.0,0,0.12
9,2000,200,0.0,0.0,0,0.155
10,2200,200,0.0,0.0,0,0.13
11,2400,200,0.0,0.0,0,0.15
12,2600,200,0.0,0.0,0,0.1
13,2800,200,0.0,0.0,0,0.09
14,3000,200,0.0,0.0,0,0.205
15,3200,200,0.0,0.0,0,0.215
16,3400,200,0.0,0.0,0,0.005
17,3600,200,0.0,0.0,0,0.34
18,3800,200,0.0,0.0,0,0.185
19,4000,200,0.0,0.0,0,0.245
20,4200,200,0.0,0.0,0,0.135
21,4400,200,0.0,0.0,0,0.21
22,4600,200,0.0,0.0,0,0.06
23,4800,200,0.0,0.0,0,0.085
24,5000,200,0.0,0.0,0,0.01
25,5200,200,0.0,0.0,0,0.225
26,5400,200,0.0,0.0,0,0.025
27,5600,200,0.0,0.0,0,0.16
28,5800,200,0.0,0.0,0,0.225
29,6000,200,0.0,0.0,0,0.295
30,6200,200,0.0,0.0,0,0.14
31,6400,200,0.0,0.0,0,0.35
32,6600,200,0.0,0.0,0,0.07
33,6800,200,0.0,0.0,0,0.38
34,7000,200,0.0,0.0,0,0.135
35,7200,200,0.0,0.0,0,0.09
36,7400,200,0.0,0.0,0,0.07
37,7600,200,0.0,0.0,0,0.04
38,7800,200,0.0,0.0,0,0.15
39,8000,200,0.0,0.0,0,0.175
40,8118,118,0.469,0.469,1,0.11864406779661017
41,8318,200,0.0,0.0,0,0.05
42,8518,200,0.0,0.0,0,0.12
43,8718,200,0.0,0.0,0,0.19
44,8918,200,0.0,0.0,0,0.305
45,9118,200,0.0,0.0,0,0.3
46,9318,200,0.0,0.0,0,0.05
47,9518,200,0.0,0.0,0,0.285
48,9718,200,0.0,0.0,0,0.115
49,9918,200,0.0,0.0,0,0.195
50,10005,87,0.6085,0.6085,1,0.04597701149425287
51,10205,200,0.0,0.0,0,0.255
52,10389,184,0.17199999999999993,0.17199999999999993,1,0.09239130434782608
53,10589,200,0.0,0.0,0,0.415
54,10696,107,0.5185,0.5185,1,0.06542056074766354
55,10896,200,0.0,0.0,0,0.18
56,11096,200,0.0,0.0,0,0.085
57,11296,200,0.0,0.0,0,0.28
58,11496,200,0.0,0.0,0,0.185
59,11696,200,0.0,0.0,0,0.09
60,11896,200,0.0,0.0,0,0.17
61,12096,200,0.0,0.0,0,0.18
62,12215,119,0.4645,0.4645,1,0.14285714285714285
63,12415,200,0.0,0.0,0,0.275
64,12559,144,0.352,0.352,1,0.24305555555555555
65,12759,200,0.0,0.0,0,0.205
66,12838,79,0.6445,0.6445,1,0.06329113924050633
67,13038,200,0.0,0.0,0,0.09
68,13238,200,0.0,0.0,0,0.33
69,13438,200,0.0,0.0,0,0.075
70,13638,200,0.0,0.0,0,0.025
71,13838,200,0.0,0.0,0,0.27
72,14038,200,0.0,0.0,0,0.295
73,14189,151,0.3205,0.3205,1,0.07947019867549669
74,14268,79,0.6445,0.6445,1,0.02531645569620253
75,14446,178,0.19899999999999995,0.19899999999999995,1,0.0898876404494382
76,14646,200,0.0,0.0,0,0.085
77,14846,200,0.0,0.0,0,0.025
78,15046,200,0.0,0.0,0,0.125
79,15172,126,0.43299999999999994,0.43299999999999994,1,0.07142857142857142
80,15372,200,0.0,0.0,0,0.045
81,15458,86,0.613,0.613,1,0.09302325581395349
82,15658,200,0.0,0.0,0,0.01
83,15858,200,0.0,0.0,0,0.105
84,15961,103,0.5365,0.5365,1,0.0970873786407767
85,16161,200,0.0,0.0,0,0.07
86,16361,200,0.0,0.0,0,0.115
87,16492,131,0.4105,0.4105,1,0.0916030534351145
88,16551,59,0.7344999999999999,0.7344999999999999,1,0.01694915254237288
89,16621,70,0.685,0.685,1,0.21428571428571427
90,16806,185,0.16749999999999998,0.16749999999999998,1,0.005405405405405406
91,16941,135,0.39249999999999996,0.39249999999999996,1,0.08148148148148149
92,17062,121,0.4555,0.4555,1,0.008264462809917356
93,17262,200,0.0,0.0,0,0.195
94,17462,200,0.0,0.0,0,0.19
95,17652,190,0.14500000000000002,0.14500000000000002,1,0.15263157894736842
96,17852,200,0.0,0.0,0,0.165
97,18016,164,0.262,0.262,1,0.042682926829268296
98,18058,42,0.8109999999999999,0.8109999999999999,1,0.023809523809523808
99,18258,200,0.0,0.0,0,0.25
100,18309,51,0.7705,0.7705,1,0.0196078431372549
101,18361,52,0.766,0.766,1,0.057692307692307696
102,18454,93,0.5814999999999999,0.5814999999999999,1,0.021505376344086023
103,18590,136,0.3879999999999999,0.3879999999999999,1,0.16911764705882354
104,18773,183,0.1765,0.1765,1,0.08743169398907104
105,18829,56,0.748,0.748,1,0.07142857142857142
106,18942,113,0.49150000000000005,0.49150000000000005,1,0.09734513274336283
