step,tv_fraction_block,tv_fraction_cumulative,position_coverage,unique_positions,unique_abstract_states,unique_observations,rnd_error_inside,rnd_error_outside,intrinsic_raw_inside,intrinsic_raw_outside,intrinsic_normalized_inside,intrinsic_normalized_outside,mean_q_loss,mean_rnd_loss
1000,0.135,0.135,0.7352941176470589,50,169,162,0.007444716855469677,0.007454263468978205,0.007444716855469677,0.007454263468978205,4.658964026977466,4.96652436530281,0.004610811360180378,0.0074874465353786945
2000,0.126,0.1305,0.8529411764705882,58,201,193,0.0007113265171014179,0.00035969747954809575,0.0007113265171014179,0.00035969747954809575,0.5537048838829592,0.28143647217596846,0.0003639726717228768,0.0003878177397273248
3000,0.173,0.14466666666666667,0.9117647058823529,62,232,223,3.765762203907651e-05,4.537971559696107e-05,3.765762203907651e-05,4.537971559696107e-05,0.01043672124000973,0.012686368517471869,0.0004309151990892133,3.1101644881346144e-05
4000,0.206,0.16,0.9117647058823529,62,236,227,9.559124596605825e-06,2.058969644163223e-05,9.559124596605825e-06,2.058969644163223e-05,0.002833279645254889,0.006142556447346791,0.0003131535501743201,1.6164484430191805e-05
5000,0.157,0.1594,0.9117647058823529,62,236,227,4.272044779676214e-06,1.3919984258664065e-05,4.272044779676214e-06,1.3919984258664065e-05,0.0013855057109762481,0.004440005702337435,0.0002467192728363443,9.688163081136736e-06
6000,0.086,0.14716666666666667,0.9264705882352942,63,243,234,1.780079147071647e-06,1.4959041026201784e-05,1.780079147071647e-06,1.4959041026201784e-05,0.0006098705653611376,0.005183540256916939,0.00022226441757084104,6.686218848926728e-06
7000,0.14,0.14614285714285713,0.9411764705882353,64,244,235,1.3781032673624135e-06,2.9814068899097124e-06,1.3781032673624135e-06,2.9814068899097124e-06,0.0005089068579774832,0.0011015136327722534,0.00020464818538312103,4.861715499600905e-06
8000,0.132,0.144375,0.9411764705882353,64,244,235,7.600614925319281e-07,5.0826292396993436e-06,7.600614925319281e-07,5.0826292396993436e-06,0.00029835133188488836,0.0019900999244390843,0.00018814958076836775,3.435674203274175e-06
9000,0.086,0.1378888888888889,0.9558823529411765,65,253,244,6.52210912956561e-07,9.124638792541022e-06,6.52210912956561e-07,9.124638792541022e-06,0.00026759892578276547,0.0037376365897001944,0.00017408772147246054,2.9910503250221153e-06
10000,0.062,0.1303,1.0,68,269,257,4.639370224191636e-07,1.59250407371803e-05,4.639370224191636e-07,1.59250407371803e-05,0.00020207922189689932,0.0069019177338863974,0.0001642609741211345,2.890614337616171e-06
11000,0.054,0.12336363636363637,1.0,68,269,257,4.902774582694326e-07,2.3074121922523357e-06,4.902774582694326e-07,2.3074121922523357e-06,0.0002213170881579506,0.0010434083955252807,0.00016108791570877657,2.4514289195849414e-06
12000,0.028,0.11541666666666667,1.0,68,269,257,3.6596372763954476e-07,2.3776650574731076e-06,3.6596372763954476e-07,2.3776650574731076e-06,0.0001725962674531121,0.001122024072495234,0.00014605967836541823,1.875393858085772e-06
13000,0.054,0.11069230769230769,1.0,68,270,258,4.063931137289324e-07,2.213915317675335e-06,4.063931137289324e-07,2.213915317675335e-06,0.00019861838867552497,0.001084237138503001,0.00015156708963695565,1.5152622036112007e-06
14000,0.073,0.108,1.0,68,271,259,2.7921433615717917e-07,1.9667294162547284e-06,2.7921433615717917e-07,1.9667294162547284e-06,0.00014182383048913516,0.000998186213742675,0.00014462378739699488,1.2385005476289735e-06
15000,0.076,0.10586666666666666,1.0,68,271,259,4.142632863179367e-07,6.815531012326545e-07,4.142632863179367e-07,6.815531012326545e-07,0.00021816192465190103,0.00035565341305521004,0.00014966731565436932,1.0290352637696287e-06
16000,0.074,0.103875,1.0,68,271,259,2.8250538792380013e-07,1.4535521364457072e-06,2.8250538792380013e-07,1.4535521364457072e-06,0.00015241330027587085,0.000791122071723979,0.0001461326547760109,8.42959605932947e-07
17000,0.178,0.10823529411764705,1.0,68,271,259,2.270100452985103e-07,1.0169860165461288e-06,2.270100452985103e-07,1.0169860165461288e-06,0.00012610176034374076,0.0005654729931053412,0.00015938329010350573,7.431905589783128e-07
18000,0.108,0.10822222222222222,1.0,68,271,259,1.9707457032535767e-07,6.580286278797555e-07,1.9707457032535767e-07,6.580286278797555e-07,0.0001125941901573086,0.000375369398319018,0.00015753940624563256,6.442545854099535e-07
19000,0.086,0.10705263157894737,1.0,68,271,259,1.9196303391311176e-07,1.3628918503053854e-06,1.9196303391311176e-07,1.3628918503053854e-06,0.00011231597443069898,0.0007963342860329757,0.00016942668113733816,5.855622790420512e-07
20000,0.123,0.10785,1.0,68,271,259,1.4371420103829245e-07,7.498835272719347e-07,1.4371420103829245e-07,7.498835272719347e-07,8.62915870627765e-05,0.0004499575589870985,0.0001882563407125417,5.100156401169897e-07
21000,0.169,0.11076190476190476,1.0,68,271,259,1.497458025665595e-07,4.323765390211185e-07,1.497458025665595e-07,4.323765390211185e-07,9.222189165706722e-05,0.00026455076506854596,0.00021108776499022497,4.5475588329679793e-07
22000,0.209,0.11522727272727273,1.0,68,271,259,1.8436392566986557e-07,6.13365404657708e-07,1.8436392566986557e-07,6.13365404657708e-07,0.00011610066664654416,0.0003852194376759368,0.00022639149125097902,3.958133650314721e-07
