episode,end_step,length,extrinsic_return,shaped_return,success,tv_fraction
0,200,200,0.0,9.250037196288886,0,0.205
1,400,200,0.0,10.000000000000007,0,0.145
2,600,200,0.0,10.000000000000007,0,0.26
3,800,200,0.0,10.000000000000007,0,0.04
4,1000,200,0.0,10.000000000000007,0,0.025
5,1200,200,0.0,2.8787408151402136,0,0.105
6,1400,200,0.0,0.12884892935514317,0,0.14
7,1600,200,0.0,0.08817635157145044,0,0.075
8,1800,200,0.0,0.028528505336523756,0,0.105
9,2000,200,0.0,0.033128319107160624,0,0.205
10,2200,200,0.0,0.02284714773497688,0,0.23
11,2400,200,0.0,0.016897231130111386,0,0.225
12,2600,200,0.0,0.037349584300306424,0,0.09
13,2800,200,0.0,0.020923545821412537,0,0.295
14,3000,200,0.0,0.024954286397902082,0,0.025
15,3200,200,0.0,0.01584333061131719,0,0.22
16,3400,200,0.0,0.006007920796390969,0,0.19
17,3600,200,0.0,0.00824722043871076,0,0.33
18,3800,200,0.0,0.02120168462565261,0,0.1
19,4000,200,0.0,0.0033082977890869993,0,0.19
20,4200,200,0.0,0.009843891682681592,0,0.05
21,4400,200,0.0,0.019956574431168026,0,0.055
22,4600,200,0.0,0.0028342120592662833,0,0.225
23,4800,200,0.0,0.0021456278923303617,0,0.37
24,5000,200,0.0,0.004824185971491045,0,0.085
25,5200,200,0.0,0.013774932650776069,0,0.08
26,5400,200,0.0,0.0013622001184178574,0,0.195
27,5600,200,0.0,0.010222818745646223,0,0.045
28,5800,200,0.0,0.021359678933010547,0,0.015
29,6000,200,0.0,0.0011824161865806762,0,0.095
30,6200,200,0.0,0.0009007176620212266,0,0.17
31,6400,200,0.0,0.0031317251391469567,0,0.06
32,6557,157,0.2935,0.29763812496294473,1,0.10828025477707007
33,6757,200,0.0,0.0009630373572486194,0,0.24
34,6957,200,0.0,0.0009204253821054815,0,0.07
35,7157,200,0.0,0.0034819281960792644,0,0.09
36,7357,200,0.0,0.0011384040063332128,0,0.18
37,7557,200,0.0,0.007206560606613905,0,0.08
38,7757,200,0.0,0.004510247884989956,0,0.055
39,7957,200,0.0,0.0005519079118426427,0,0.225
40,8157,200,0.0,0.021056263231604297,0,0.105
41,8357,200,0.0,0.0009913082391965096,0,0.24
42,8557,200,0.0,0.00228303829052124,0,0.13
43,8688,131,0.4105,0.4132190226124979,1,0.030534351145038167
44,8888,200,0.0,0.004684560525077721,0,0.025
45,9088,200,0.0,0.013900076666201808,0,0.015
46,9288,200,0.0,0.0025090705525852132,0,0.09
47,9488,200,0.0,0.02277886487707456,0,0.005
48,9555,67,0.6984999999999999,0.7011504583010522,1,0.07462686567164178
49,9755,200,0.0,0.022878647845358493,0,0.065
50,9910,155,0.3025,0.30563617847032054,1,0.0064516129032258064
51,10110,200,0.0,0.0020003882024145713,0,0.155
52,10195,85,0.6174999999999999,0.6189587548095438,1,0.047058823529411764
53,10349,154,0.30699999999999994,0.30813392124398115,1,0.06493506493506493
54,10519,170,0.235,0.2379023755258007,1,0.029411764705882353
55,10719,200,0.0,0.00036846721316739604,0,0.06
56,10919,200,0.0,0.001922974789741539,0,0.065
57,11103,184,0.17199999999999993,0.17458411741558436,1,0.016304347826086956
58,11303,200,0.0,0.0006329554382980692,0,0.025
59,11503,200,0.0,0.0018062414866647843,0,0.035
60,11589,86,0.613,0.6165683055022739,1,0.011627906976744186
61,11789,200,0.0,0.0017571954398353587,0,0.05
62,11989,200,0.0,0.0013734321943147854,0,0.015
63,12189,200,0.0,0.0023590880583964887,0,0.09
64,12304,115,0.48250000000000004,0.48347463876474656,1,0.06956521739130435
65,12452,148,0.33399999999999996,0.3350117331883925,1,0.006756756756756757
66,12590,138,0.379,0.38147743604158096,1,0.08695652173913043
67,12699,109,0.5095,0.5104210880077833,1,0.06422018348623854
68,12899,200,0.0,0.0024396961266535777,0,0.01
69,13029,130,0.4149999999999999,0.41539116865032105,1,0.06153846153846154
70,13137,108,0.514,0.5162768977936302,1,0.05555555555555555
71,13179,42,0.8109999999999999,0.8113426043901317,1,0.11904761904761904
72,13379,200,0.0,0.0002217908515638603,0,0.05
73,13531,152,0.31599999999999995,0.317078400107044,1,0.046052631578947366
74,13642,111,0.5005,0.501060009326674,1,0.07207207207207207
75,13758,116,0.478,0.4808137407147487,1,0.08620689655172414
76,13871,113,0.49150000000000005,0.49279779227503395,1,0.11504424778761062
77,13982,111,0.5005,0.5010420109145538,1,0.05405405405405406
78,14044,62,0.721,0.721490799621654,1,0.12903225806451613
79,14086,42,0.8109999999999999,0.811204320403184,1,0.023809523809523808
80,14194,108,0.514,0.5143416791120831,1,0.06481481481481481
81,14394,200,0.0,0.0008790618193282928,0,0.055
82,14594,200,0.0,0.0008827525424446761,0,0.065
83,14794,200,0.0,0.0003993695487521728,0,0.015
84,14994,200,0.0,0.00027695382949591415,0,0.195
85,15194,200,0.0,0.00038017257780926156,0,0.07
86,15255,61,0.7255,0.7257196541643709,1,0.04918032786885246
87,15455,200,0.0,0.0004109524664018679,0,0.065
88,15597,142,0.361,0.36246453850046406,1,0.14788732394366197
89,15680,83,0.6265000000000001,0.626887530114257,1,0.012048192771084338
90,15776,96,0.5680000000000001,0.5684552643487514,1,0.09375
91,15852,76,0.6579999999999999,0.6581671824191626,1,0.013157894736842105
92,15897,45,0.7975,0.7992283070893206,1,0.044444444444444446
93,16005,108,0.514,0.5165623801321747,1,0.1111111111111111
94,16205,200,0.0,0.00020142782731706697,0,0.155
95,16405,200,0.0,0.0005911227805055229,0,0.365
96,16514,109,0.5095,0.5119024003652742,1,0.03669724770642202
97,16680,166,0.253,0.2534225885258525,1,0.09036144578313253
98,16753,73,0.6715,0.671945467268836,1,0.0136986301369863
99,16953,200,0.0,0.00034448832104363243,0,0.255
100,17099,146,0.34299999999999997,0.3441576474121859,1,0.02054794520547945
101,17123,24,0.892,0.8920538738107302,1,0.041666666666666664
102,17323,200,0.0,0.0003619268702620974,0,0.145
103,17353,30,0.865,0.8651066964537822,1,0.03333333333333333
104,17458,105,0.5275,0.5278290562278941,1,0.14285714285714285
105,17514,56,0.748,0.748191273488293,1,0.017857142857142856
106,17589,75,0.6625,0.6626805691039194,1,0.2
107,17637,48,0.784,0.7841042574358689,1,0.0625
108,17716,79,0.6445,0.6448944331262861,1,0.13924050632911392
109,17837,121,0.4555,0.45593897066766137,1,0.10743801652892562
110,17985,148,0.33399999999999996,0.33427212141151186,1,0.10810810810810811
111,18009,24,0.892,0.8920381107927604,1,0.125
112,18201,192,0.136,0.13932182850860558,1,0.0625
113,18274,73,0.6715,0.6719344231368741,1,0.0547945205479452
114,18408,134,0.3969999999999999,0.3987769776382812,1,0.07462686567164178
115,18454,46,0.7929999999999999,0.7931257094877513,1,0.021739130434782608
116,18574,120,0.45999999999999996,0.46019546997431654,1,0.175
117,18652,78,0.649,0.649129733825314,1,0.16666666666666666
118,18785,133,0.40149999999999997,0.4018667927059013,1,0.10526315789473684
119,18856,71,0.6805,0.6812241062317477,1,0.09859154929577464
120,18889,33,0.8514999999999999,0.8515701584463998,1,0.09090909090909091
121,19001,112,0.4959999999999999,0.496221288097072,1,0.008928571428571428
122,19125,124,0.44199999999999995,0.4434259587499516,1,0.0967741935483871
123,19183,58,0.739,0.7391552792549039,1,0.1896551724137931
