step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.9125
10000,0.0,0.0,200.0,0.005
20000,0.0,0.0,200.0,0.8095
30000,0.0,0.0,200.0,0.02725
40000,0.0,0.0,200.0,0.09325
50000,0.0,0.0,200.0,0.0065
60000,0.0,0.0,200.0,0.13275
70000,0.0,0.0,200.0,0.103
80000,0.0,0.0,200.0,0.2155
90000,0.0,0.0,200.0,0.997
100000,0.0,0.0,200.0,0.0065
