step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,1.0
10000,0.0,0.0,200.0,0.01825
20000,0.0,0.0,200.0,0.01
30000,0.0,0.0,200.0,0.0405
40000,0.0,0.0,200.0,0.00775
50000,0.0,0.0,200.0,0.025
60000,0.0,0.0,200.0,0.017
70000,0.0,0.0,200.0,0.143
80000,0.0,0.0,200.0,0.02425
90000,0.0,0.0,200.0,0.98
100000,0.0,0.0,200.0,0.109
