step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.9125
10000,0.0,0.0,200.0,0.95025
20000,0.0,0.0,200.0,0.085
30000,0.0,0.0,200.0,0.045
40000,0.0,0.0,200.0,0.04625
50000,0.0,0.0,200.0,0.029
60000,0.0,0.0,200.0,0.036
70000,0.0,0.0,200.0,0.017
80000,0.0,0.0,200.0,0.0115
90000,0.0,0.0,200.0,0.009
100000,0.0,0.0,200.0,0.01975
