step,tv_fraction_block,tv_fraction_cumulative,position_coverage,unique_positions,unique_abstract_states,unique_observations,rnd_error_inside,rnd_error_outside,intrinsic_raw_inside,intrinsic_raw_outside,intrinsic_normalized_inside,intrinsic_normalized_outside,mean_q_loss,mean_rnd_loss
1000,0.16,0.16,0.7352941176470589,50,171,310,nan,nan,nan,nan,nan,nan,0.008578645065426826,nan
2000,0.173,0.1665,0.7941176470588235,54,190,499,nan,nan,nan,nan,nan,nan,0.0022382913011533673,nan
3000,0.113,0.14866666666666667,0.8382352941176471,57,203,625,nan,nan,nan,nan,nan,nan,4.7238433182428706e-05,nan
4000,0.081,0.13175,0.8970588235294118,61,216,719,nan,nan,nan,nan,nan,nan,3.449720273283674e-05,nan
5000,0.108,0.127,0.9558823529411765,65,241,851,nan,nan,nan,nan,nan,nan,2.053268282065801e-05,nan
6000,0.126,0.12683333333333333,0.9558823529411765,65,242,978,nan,nan,nan,nan,nan,nan,9.462882542379702e-06,nan
7000,0.114,0.125,0.9705882352941176,66,251,1100,nan,nan,nan,nan,nan,nan,1.4854765281768323e-05,nan
8000,0.121,0.1245,0.9705882352941176,66,256,1225,nan,nan,nan,nan,nan,nan,2.0945130796121702e-05,nan
9000,0.172,0.12977777777777777,0.9705882352941176,66,259,1400,nan,nan,nan,nan,nan,nan,1.7786291799779976e-05,nan
10000,0.115,0.1283,0.9705882352941176,66,260,1516,nan,nan,nan,nan,nan,nan,2.7816723049909343e-05,nan
11000,0.17,0.1320909090909091,0.9705882352941176,66,260,1686,nan,nan,nan,nan,nan,nan,4.457888677143273e-05,nan
12000,0.243,0.14133333333333334,0.9705882352941176,66,260,1929,nan,nan,nan,nan,nan,nan,5.367283054056315e-05,nan
13000,0.216,0.14707692307692308,0.9852941176470589,67,262,2147,nan,nan,nan,nan,nan,nan,5.2143208573397715e-05,nan
14000,0.095,0.14335714285714285,1.0,68,267,2247,nan,nan,nan,nan,nan,nan,8.018635626376635e-05,nan
15000,0.087,0.1396,1.0,68,270,2336,nan,nan,nan,nan,nan,nan,0.00011772444466259913,nan
16000,0.09,0.1365,1.0,68,270,2426,nan,nan,nan,nan,nan,nan,0.00019058969633624657,nan
17000,0.083,0.1333529411764706,1.0,68,271,2510,nan,nan,nan,nan,nan,nan,0.00023047169515848508,nan
