step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.9125
10000,0.0,0.0,200.0,0.4915
20000,0.0,0.0,200.0,0.01125
30000,0.0,0.0,200.0,0.005
40000,0.9365500000000001,1.0,14.1,0.07801418439716312
50000,0.0,0.0,200.0,0.005
60000,0.937,1.0,14.0,0.07142857142857142
70000,0.0,0.0,200.0,0.005
80000,0.0,0.0,200.0,0.017
90000,0.0,0.0,200.0,0.005
100000,0.9266500000000001,1.0,16.3,0.07975460122699386
