step,tv_fraction_block,tv_fraction_cumulative,position_coverage,unique_positions,unique_abstract_states,unique_observations,rnd_error_inside,rnd_error_outside,intrinsic_raw_inside,intrinsic_raw_outside,intrinsic_normalized_inside,intrinsic_normalized_outside,mean_q_loss,mean_rnd_loss
1000,0.153,0.153,0.4117647058823529,28,105,102,0.006560473833720084,0.006786378649192056,0.006560473833720084,0.006786378649192056,4.871142887118101,4.916964297066287,0.0068754046224057674,0.006768057122826576
2000,0.129,0.141,0.6176470588235294,42,156,149,0.000597825920077983,0.0003330249950244279,0.000597825920077983,0.0003330249950244279,0.48027650496151136,0.2898856276296184,0.0004931948191806441,0.00034300990176052435
3000,0.163,0.14833333333333334,0.6176470588235294,42,160,153,2.5788292730604928e-05,2.6089128872208153e-05,2.5788292730604928e-05,2.6089128872208153e-05,0.007916212926762797,0.008028019811268335,0.0007011496013146825,2.5563235633853764e-05
4000,0.122,0.14175,0.7205882352941176,49,187,179,9.508907762814429e-06,3.470231093800083e-05,9.508907762814429e-06,3.470231093800083e-05,0.0031193419872905218,0.01139318915751585,0.00033658708502480296,1.2550447600915505e-05
5000,0.117,0.1368,0.75,51,200,192,4.236998528089565e-06,1.6748502902457934e-05,4.236998528089565e-06,1.6748502902457934e-05,0.0014829179054465286,0.005956572682380289,0.00026412410971533975,8.134027303412949e-06
6000,0.085,0.12816666666666668,0.9705882352941176,66,248,238,1.952665726053858e-06,2.2729329157160748e-05,1.952665726053858e-06,2.2729329157160748e-05,0.0007562274038315824,0.008698176860665747,0.00021914355430635623,6.558388134408233e-06
7000,0.069,0.11971428571428572,0.9852941176470589,67,252,242,1.6421761408995392e-06,8.719111307426491e-06,1.6421761408995392e-06,8.719111307426491e-06,0.0006604587659137968,0.0035751795154924516,0.0001890677034170949,5.223564099196665e-06
8000,0.137,0.121875,0.9852941176470589,67,252,242,1.1764428591979501e-06,4.885483615027436e-06,1.1764428591979501e-06,4.885483615027436e-06,0.000508527878974367,0.0021355618695781957,0.00016746977799630259,3.820198382072704e-06
9000,0.093,0.11866666666666667,0.9852941176470589,67,258,248,9.040419427257744e-07,1.709377803975145e-05,9.040419427257744e-07,1.709377803975145e-05,0.00041784225573023763,0.0077514446296714935,0.0001474997104232898,3.57220492014676e-06
10000,0.172,0.124,0.9852941176470589,67,258,248,7.201854629762914e-07,1.366339563659492e-06,7.201854629762914e-07,1.366339563659492e-06,0.0003442143292902443,0.0006547666327513953,0.00013556375985353952,2.6003747857430427e-06
11000,0.104,0.12218181818181818,0.9852941176470589,67,259,249,5.031253167249343e-07,3.719950161200953e-06,5.031253167249343e-07,3.719950161200953e-06,0.0002533151874886787,0.0018707017779082643,0.00012017942503553059,1.95909215580059e-06
12000,0.135,0.12325,0.9852941176470589,67,259,249,4.459452802157776e-07,1.0222517741749603e-06,4.459452802157776e-07,1.0222517741749603e-06,0.00023152367068849034,0.000536512784056331,0.00011266619995512884,1.5286362572624057e-06
