step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.9125
10000,0.0,0.0,200.0,0.0415
20000,0.0,0.0,200.0,0.005
30000,0.0,0.0,200.0,0.2905
40000,0.0,0.0,200.0,0.05825
50000,0.0,0.0,200.0,0.25575
60000,0.0,0.0,200.0,0.0275
70000,0.0,0.0,200.0,0.005
80000,0.0,0.0,200.0,0.005
90000,0.0,0.0,200.0,0.024
100000,0.0,0.0,200.0,0.1255
