step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,1.0
10000,0.0,0.0,200.0,0.0245
20000,0.0,0.0,200.0,0.005
30000,0.0,0.0,200.0,0.0135
40000,0.0,0.0,200.0,0.019
50000,0.0,0.0,200.0,0.2205
60000,0.0,0.0,200.0,0.095
70000,0.0,0.0,200.0,0.01125
80000,0.0,0.0,200.0,0.0255
90000,0.0,0.0,200.0,0.17775
100000,0.0,0.0,200.0,0.031
