step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,1.0
10000,0.0,0.0,200.0,0.0155
20000,0.0,0.0,200.0,0.0125
30000,0.0,0.0,200.0,0.053
40000,0.0,0.0,200.0,0.006
50000,0.0,0.0,200.0,0.005
60000,0.0,0.0,200.0,0.01
70000,0.0,0.0,200.0,0.011
80000,0.0,0.0,200.0,0.4635
90000,0.0,0.0,200.0,0.01
100000,0.0,0.0,200.0,0.01
