episode,end_step,length,extrinsic_return,shaped_return,success,tv_fraction
0,200,200,0.0,0.0,0,0.205
1,400,200,0.0,0.0,0,0.115
2,600,200,0.0,0.0,0,0.12
3,800,200,0.0,0.0,0,0.12
4,1000,200,0.0,0.0,0,0.21
5,1200,200,0.0,8.042761333188036,0,0.175
6,1400,200,0.0,5.133391748075685,0,0.13
7,1600,200,0.0,4.490263318033711,0,0.24
8,1800,200,0.0,4.068274686402598,0,0.035
9,2000,200,0.0,4.1437150350157665,0,0.085
10,2200,200,0.0,0.004612133843720721,0,0.065
11,2400,200,0.0,0.009002867253832791,0,0.22
12,2600,200,0.0,0.015775231399566627,0,0.245
13,2800,200,0.0,0.01327932173445832,0,0.165
14,3000,200,0.0,0.023226977058790066,0,0.08
15,3200,200,0.0,0.0014959069005980826,0,0.08
16,3400,200,0.0,0.008075707875644034,0,0.015
17,3600,200,0.0,0.0063697522965034305,0,0.005
18,3800,200,0.0,0.0065949910400200035,0,0.17
19,4000,200,0.0,0.011653329766149596,0,0.245
20,4200,200,0.0,0.00068432013953869,0,0.315
21,4400,200,0.0,0.001829630957819621,0,0.305
22,4600,200,0.0,0.00695037697293556,0,0.005
23,4800,200,0.0,0.006203557219838688,0,0.06
24,5000,200,0.0,0.004631039441005223,0,0.03
25,5172,172,0.22599999999999998,0.2272356014227576,1,0.005813953488372093
26,5372,200,0.0,0.0005232642647452541,0,0.21
27,5572,200,0.0,0.002632821820144097,0,0.11
28,5772,200,0.0,0.0010905425152447543,0,0.18
29,5972,200,0.0,0.0033288787834713433,0,0.09
30,6172,200,0.0,0.0005272520203265023,0,0.15
31,6372,200,0.0,0.0009029908299389881,0,0.025
32,6572,200,0.0,0.0007832630702855853,0,0.28
33,6772,200,0.0,0.0069424137145732085,0,0.015
34,6972,200,0.0,0.0007180032529601994,0,0.165
35,7172,200,0.0,0.000691447417035876,0,0.11
36,7341,169,0.23950000000000005,0.24044588025725114,1,0.20118343195266272
37,7541,200,0.0,0.0004500420619250701,0,0.175
38,7741,200,0.0,0.0007424456410008147,0,0.26
39,7941,200,0.0,0.0008051723334055102,0,0.2
40,8141,200,0.0,0.0006352637223066404,0,0.255
41,8341,200,0.0,0.00025238251138888095,0,0.11
42,8541,200,0.0,0.0004562909276277104,0,0.165
43,8741,200,0.0,0.0005813691983840555,0,0.285
44,8941,200,0.0,0.0006082353610421178,0,0.145
45,9141,200,0.0,0.0005743670387748268,0,0.25
46,9341,200,0.0,0.00026304914815539806,0,0.12
47,9541,200,0.0,0.00043333038672717524,0,0.275
48,9741,200,0.0,0.0009156701249411246,0,0.1
49,9941,200,0.0,0.0007115286026187747,0,0.29
50,10141,200,0.0,0.0006999246894061037,0,0.175
51,10237,96,0.5680000000000001,0.5683210880781062,1,0.010416666666666666
52,10437,200,0.0,0.0003863170206906204,0,0.305
53,10637,200,0.0,0.00020798170898523395,0,0.13
54,10837,200,0.0,0.0003164413290184191,0,0.16
55,11037,200,0.0,0.0005664816881581922,0,0.13
56,11237,200,0.0,0.00028947507422541485,0,0.49
57,11312,75,0.6625,0.6626435938672876,1,0.13333333333333333
58,11512,200,0.0,0.0003082383109715171,0,0.25
59,11712,200,0.0,0.0003284028307404139,0,0.24
60,11912,200,0.0,0.00028416359193726416,0,0.195
61,12112,200,0.0,0.0002768506437295688,0,0.235
62,12312,200,0.0,0.000211538710411657,0,0.215
63,12512,200,0.0,0.00015962119154859362,0,0.12
64,12712,200,0.0,0.00031329818107049925,0,0.235
65,12912,200,0.0,0.00021852566576648593,0,0.125
66,13112,200,0.0,0.0003381353258990312,0,0.22
67,13312,200,0.0,0.0004601502092263114,0,0.11
68,13512,200,0.0,0.0004933161254940593,0,0.08
69,13712,200,0.0,0.0010073160118321866,0,0.025
70,13855,143,0.35650000000000004,0.35729933141835285,1,0.006993006993006993
71,14055,200,0.0,0.0003666119324130053,0,0.295
72,14255,200,0.0,0.00033239560382521393,0,0.26
73,14455,200,0.0,0.0002107433092591386,0,0.105
74,14626,171,0.23050000000000004,0.23656188663451308,1,0.19883040935672514
75,14826,200,0.0,0.0007169017669178327,0,0.335
76,14937,111,0.5005,0.5007013335673886,1,0.09009009009009009
77,15137,200,0.0,0.00029564708541761266,0,0.305
78,15256,119,0.4645,0.46472746695991285,1,0.37815126050420167
79,15456,200,0.0,0.00019524416204377897,0,0.175
80,15639,183,0.1765,0.1769033587319995,1,0.02185792349726776
81,15839,200,0.0,0.0004143469376136508,0,0.245
82,16010,171,0.23050000000000004,0.23097173784163058,1,0.39766081871345027
83,16210,200,0.0,0.00018073327711770054,0,0.26
84,16410,200,0.0,0.0003449240346947571,0,0.015
85,16610,200,0.0,0.00039267358748007605,0,0.185
86,16810,200,0.0,0.0005284085233333737,0,0.455
87,17010,200,0.0,0.0006382968885793847,0,0.205
88,17210,200,0.0,0.00012141968163331069,0,0.165
89,17410,200,0.0,0.0001815099832878554,0,0.04
90,17610,200,0.0,0.00012131499915639469,0,0.16
91,17810,200,0.0,0.0005976709648099624,0,0.425
92,18010,200,0.0,0.0003112688611831923,0,0.255
93,18210,200,0.0,0.0002642350455790635,0,0.03
94,18410,200,0.0,0.0003165884220842552,0,0.015
95,18610,200,0.0,0.0004894849178507121,0,0.355
96,18810,200,0.0,0.0009508178293783158,0,0.24
97,19010,200,0.0,0.0003451144786847596,0,0.2
98,19210,200,0.0,0.00022134094993980387,0,0.105
99,19410,200,0.0,0.00033925663188135005,0,0.11
100,19576,166,0.253,0.2540449681956114,1,0.08433734939759036
101,19776,200,0.0,0.00047724758664184944,0,0.515
102,19976,200,0.0,0.00044526979616781764,0,0.315
103,20176,200,0.0,0.00032464454331895376,0,0.155
104,20376,200,0.0,0.00027568079930279674,0,0.305
105,20576,200,0.0,0.0001876082589287231,0,0.115
106,20643,67,0.6984999999999999,0.6987386625568234,1,0.014925373134328358
107,20843,200,0.0,0.0010275683642975084,0,0.015
108,21024,181,0.1855,0.1874568036094655,1,0.10497237569060773
109,21078,54,0.757,0.7570212423055356,1,0.018518518518518517
110,21131,53,0.7615,0.7616043171067466,1,0.018867924528301886
111,21331,200,0.0,0.00013854088661167298,0,0.03
112,21465,134,0.3969999999999999,0.3980688065645184,1,0.07462686567164178
113,21665,200,0.0,7.470014608599211e-05,0,0.035
114,21736,71,0.6805,0.6806301977294189,1,0.014084507042253521
115,21813,77,0.6535,0.6539483504076522,1,0.06493506493506493
116,21900,87,0.6085,0.6097127264192647,1,0.011494252873563218
117,22077,177,0.20350000000000001,0.20365251203149276,1,0.02824858757062147
118,22145,68,0.694,0.6940828785716386,1,0.1323529411764706
119,22177,32,0.856,0.8560550280076757,1,0.15625
120,22258,81,0.6355,0.6357795355029362,1,0.037037037037037035
121,22319,61,0.7255,0.7256558579572219,1,0.01639344262295082
122,22364,45,0.7975,0.7975755073562035,1,0.022222222222222223
123,22564,200,0.0,0.0012494088269142502,0,0.015
124,22694,130,0.4149999999999999,0.41556401274818777,1,0.007692307692307693
125,22894,200,0.0,0.0003407382740855637,0,0.1
126,23094,200,0.0,0.00019342018463072312,0,0.01
127,23210,116,0.478,0.4781843751651256,1,0.09482758620689655
128,23305,95,0.5725,0.5725835607085777,1,0.021052631578947368
129,23468,163,0.26650000000000007,0.2666541385575992,1,0.11042944785276074
130,23586,118,0.469,0.46931842969948573,1,0.025423728813559324
131,23786,200,0.0,0.00013846932108515015,0,0.025
132,23917,131,0.4105,0.41113963369018014,1,0.007633587786259542
133,23966,49,0.7795,0.7795569503748763,1,0.02040816326530612
134,24039,73,0.6715,0.6715883198211701,1,0.0410958904109589
135,24164,125,0.4375,0.4375950143245754,1,0.04
136,24319,155,0.3025,0.30267610741034096,1,0.05806451612903226
137,24519,200,0.0,0.00022329433013977537,0,0.04
138,24562,43,0.8065,0.8065349375006796,1,0.046511627906976744
139,24599,37,0.8335,0.833547705293334,1,0.02702702702702703
140,24626,27,0.8785,0.8785391577572906,1,0.037037037037037035
141,24655,29,0.8694999999999999,0.8695360788697963,1,0.034482758620689655
142,24756,101,0.5455,0.5457404251648524,1,0.16831683168316833
143,24840,84,0.622,0.6221158730733446,1,0.047619047619047616
144,24881,41,0.8155,0.8156378651331349,1,0.024390243902439025
145,24971,90,0.595,0.5952193296307414,1,0.011111111111111112
146,25039,68,0.694,0.6941205906957909,1,0.07352941176470588
147,25105,66,0.703,0.7030149964823437,1,0.015151515151515152
148,25213,108,0.514,0.5141545464862468,1,0.1388888888888889
149,25254,41,0.8155,0.815522760920422,1,0.07317073170731707
150,25317,63,0.7164999999999999,0.7166075010837964,1,0.047619047619047616
151,25343,26,0.883,0.883008879171405,1,0.038461538461538464
152,25410,67,0.6984999999999999,0.6987392889296337,1,0.16417910447761194
153,25471,61,0.7255,0.7255976543270973,1,0.01639344262295082
154,25569,98,0.5589999999999999,0.5594511894508295,1,0.01020408163265306
155,25639,70,0.685,0.6850686703429265,1,0.014285714285714285
156,25715,76,0.6579999999999999,0.6581191557788427,1,0.09210526315789473
157,25862,147,0.3385,0.3392233850220626,1,0.006802721088435374
158,25923,61,0.7255,0.7258681165799308,1,0.04918032786885246
159,25990,67,0.6984999999999999,0.698852273507544,1,0.04477611940298507
160,26045,55,0.7525,0.7525193519219022,1,0.01818181818181818
161,26086,41,0.8155,0.8155736508503367,1,0.21951219512195122
162,26264,178,0.19899999999999995,0.19910694262111642,1,0.0056179775280898875
163,26372,108,0.514,0.5140810517052121,1,0.009259259259259259
164,26418,46,0.7929999999999999,0.7930696048791924,1,0.15217391304347827
165,26470,52,0.766,0.766054324655167,1,0.09615384615384616
166,26508,38,0.829,0.829067407560259,1,0.07894736842105263
167,26577,69,0.6895,0.6895735746537178,1,0.014492753623188406
168,26630,53,0.7615,0.7615761892520951,1,0.018867924528301886
169,26700,70,0.685,0.685138926774328,1,0.1
170,26779,79,0.6445,0.6446819684818854,1,0.06329113924050633
171,26817,38,0.829,0.8290489526284285,1,0.18421052631578946
172,26882,65,0.7075,0.7076014349469824,1,0.23076923076923078
173,26957,75,0.6625,0.6626945105347484,1,0.29333333333333333
174,26982,25,0.8875,0.8875362023978398,1,0.04
175,27059,77,0.6535,0.6535441980613336,1,0.012987012987012988
176,27138,79,0.6445,0.6445351520257492,1,0.012658227848101266
177,27161,23,0.8965,0.8965333190966446,1,0.043478260869565216
178,27183,22,0.901,0.901018529698724,1,0.045454545454545456
179,27216,33,0.8514999999999999,0.8515138178935582,1,0.030303030303030304
180,27256,40,0.82,0.8200245072156914,1,0.025
181,27286,30,0.865,0.8650135327599622,1,0.03333333333333333
182,27314,28,0.874,0.8740391906832983,1,0.10714285714285714
183,27334,20,0.91,0.9100220978458436,1,0.05
184,27377,43,0.8065,0.8065458924164984,1,0.023255813953488372
185,27422,45,0.7975,0.7975468264036019,1,0.06666666666666667
186,27502,80,0.6399999999999999,0.6400890244200195,1,0.0375
187,27523,21,0.9055,0.9055158302908164,1,0.047619047619047616
188,27564,41,0.8155,0.8155352141837078,1,0.024390243902439025
189,27586,22,0.901,0.9010121033544032,1,0.045454545454545456
190,27634,48,0.784,0.7841022516494051,1,0.2916666666666667
191,27733,99,0.5545,0.5547560347173426,1,0.13131313131313133
192,27759,26,0.883,0.8830543779066163,1,0.038461538461538464
193,27795,36,0.838,0.8380350740746579,1,0.08333333333333333
194,27827,32,0.856,0.8560733046371112,1,0.09375
195,27888,61,0.7255,0.7256214522109427,1,0.01639344262295082
196,27971,83,0.6265000000000001,0.6266528382964418,1,0.03614457831325301
197,28038,67,0.6984999999999999,0.6986184533665409,1,0.208955223880597
198,28111,73,0.6715,0.6716101000109106,1,0.0958904109589041
199,28131,20,0.91,0.9100192992358168,1,0.05
200,28151,20,0.91,0.910022754767603,1,0.05
201,28193,42,0.8109999999999999,0.8110429735310031,1,0.023809523809523808
202,28237,44,0.802,0.8020487862531475,1,0.022727272727272728
203,28256,19,0.9145,0.9145537726715577,1,0.10526315789473684
204,28313,57,0.7435,0.7435692354944052,1,0.017543859649122806
