step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.01475
20000,0.0,0.0,200.0,0.087
30000,0.9280000000000002,1.0,16.0,0.0625
40000,0.0,0.0,200.0,0.005
50000,0.0,0.0,200.0,0.01
60000,0.0,0.0,200.0,0.01825
70000,0.0,0.0,200.0,0.9035
80000,0.0,0.0,200.0,0.005
90000,0.0,0.0,200.0,0.0065
100000,0.0,0.0,200.0,0.005
