step,tv_fraction_block,tv_fraction_cumulative,position_coverage,unique_positions,unique_abstract_states,unique_observations,rnd_error_inside,rnd_error_outside,intrinsic_raw_inside,intrinsic_raw_outside,intrinsic_normalized_inside,intrinsic_normalized_outside,mean_q_loss,mean_rnd_loss
1000,0.154,0.154,0.5,34,123,258,0.0075162449857679664,0.006777406914542753,0.0,0.0,0.0,0.0,0.0026739598251879215,0.006931946612894535
2000,0.133,0.1435,0.6764705882352942,46,164,429,0.0007737693969857059,0.0003348494732733208,0.0066456402883045655,0.006327623751706249,2.7529041615769247,2.562519444731082,0.00029236860408855136,0.0003693452967745543
3000,0.155,0.14733333333333334,0.7352941176470589,50,184,603,9.68517521077076e-05,3.863571981218331e-05,3.4110395180534635e-05,1.8334600336270368e-05,0.010790930525976305,0.005819004612438489,0.0004607892207277473,3.744159227244381e-05
4000,0.103,0.13625,0.7352941176470589,50,191,713,5.862697096003527e-05,2.7818515796672155e-05,1.474853124112361e-05,9.351465248611906e-06,0.005162256960722292,0.0032187918851026972,0.00015272946734330617,2.061775294441759e-05
5000,0.143,0.1376,0.7352941176470589,50,197,861,4.8455506880377694e-05,1.922954028465764e-05,4.557384622435516e-06,5.5472560450755375e-06,0.0016757976728500406,0.0020889771364016587,0.000119474309074576,1.3789119206649048e-05
6000,0.123,0.13516666666666666,0.8382352941176471,57,211,998,3.637871497808303e-05,1.4292594616750999e-05,3.4083370071418426e-06,2.077321460111652e-06,0.0013779749701395704,0.0008391399842837657,9.083748335251585e-05,1.0607452896238101e-05
7000,0.134,0.135,0.9852941176470589,67,255,1173,3.128229761400622e-05,2.152993916382881e-05,2.4804955378996638e-06,2.2437488301428022e-06,0.0010723591331601543,0.0009689336270987543,6.836941928850138e-05,9.022170891057613e-06
8000,0.189,0.14175,0.9852941176470589,67,255,1362,2.8107054012247962e-05,4.322838954430334e-06,2.2106173697879993e-06,5.151157962653841e-07,0.0010129716868908353,0.0002333254877208153,6.240138403518358e-05,8.049027489050787e-06
9000,0.202,0.14844444444444443,0.9852941176470589,67,255,1564,2.493670846060112e-05,1.2672175674781027e-06,1.7152372781157905e-06,2.4671062499080737e-07,0.0008292160356646604,0.00011873931174280773,5.543546465378313e-05,6.549460169935628e-06
10000,0.215,0.1551,0.9852941176470589,67,255,1779,2.3650949887544197e-05,1.938811939106591e-06,1.5176611309153634e-06,3.168671531123662e-07,0.0007718153028678094,0.0001604434059108964,5.734944400319364e-05,5.552170333658068e-06
11000,0.146,0.15427272727272728,0.9852941176470589,67,256,1926,2.2646630927053207e-05,3.1500290709102975e-06,1.0721897487113992e-06,2.522130589186343e-07,0.0005663566046152696,0.00013298392295298076,5.910410245269304e-05,5.115432475236048e-06
12000,0.274,0.16425,0.9852941176470589,67,257,2201,2.0439255837304136e-05,3.0133880027147253e-06,8.554042636265598e-07,8.592838254836018e-08,0.000470562716870353,4.702817627791962e-05,6.090376302381628e-05,4.799815722776657e-06
