episode,end_step,length,extrinsic_return,shaped_return,success,tv_fraction
0,200,200,0.0,77.86664511083887,0,0.015
1,400,200,0.0,99.28762758138014,0,0.19
2,600,200,0.0,99.93019558950455,0,0.125
3,800,200,0.0,100.0,0,0.32
4,900,100,0.55,50.480393142245305,1,0.08
5,1100,200,0.0,72.55043321181014,0,0.28
6,1300,200,0.0,4.041047069122257,0,0.045
7,1500,200,0.0,1.4452668625454341,0,0.275
8,1700,200,0.0,0.8018540622938559,0,0.165
9,1900,200,0.0,0.7732268965033835,0,0.14
10,2100,200,0.0,0.40992637948872296,0,0.115
11,2300,200,0.0,0.505621925687669,0,0.145
12,2500,200,0.0,0.3358087281641308,0,0.265
13,2700,200,0.0,0.17318892201719377,0,0.08
14,2900,200,0.0,0.33659479095202854,0,0.04
15,3100,200,0.0,0.35695416936132013,0,0.36
16,3300,200,0.0,0.1095288865807311,0,0.085
17,3500,200,0.0,0.2839850409132072,0,0.09
18,3700,200,0.0,0.1251968073568564,0,0.155
19,3900,200,0.0,0.17626670018737686,0,0.315
20,4100,200,0.0,0.11567611321366231,0,0.145
21,4300,200,0.0,0.15205837293635147,0,0.34
22,4500,200,0.0,0.11647877673618569,0,0.205
23,4700,200,0.0,0.6298473959647289,0,0.045
24,4900,200,0.0,0.07769545053676888,0,0.115
25,5100,200,0.0,0.13551539335692014,0,0.055
26,5300,200,0.0,0.0707414960171,0,0.165
27,5500,200,0.0,0.1270960169071727,0,0.11
28,5700,200,0.0,0.1042386484045567,0,0.2
29,5900,200,0.0,0.0822022915149879,0,0.2
30,6100,200,0.0,0.15702777095278947,0,0.05
31,6300,200,0.0,0.07124550282450215,0,0.21
32,6500,200,0.0,0.2952379060051721,0,0.055
33,6700,200,0.0,0.13002844818635262,0,0.22
34,6900,200,0.0,0.15499553008902822,0,0.23
35,7100,200,0.0,0.0443126737164406,0,0.11
36,7300,200,0.0,0.054300891170196056,0,0.155
37,7500,200,0.0,0.17502341065342647,0,0.485
38,7700,200,0.0,0.05942138956473846,0,0.18
39,7900,200,0.0,0.07602944416351969,0,0.165
40,8100,200,0.0,0.355005753246007,0,0.025
41,8300,200,0.0,0.13794484643857238,0,0.155
42,8500,200,0.0,0.054828446256871624,0,0.155
43,8700,200,0.0,0.15808434421776468,0,0.39
44,8900,200,0.0,0.04676169574293573,0,0.065
45,9100,200,0.0,0.2163967784517863,0,0.06
46,9300,200,0.0,0.12107010999052534,0,0.005
47,9500,200,0.0,0.08472609696016045,0,0.06
48,9700,200,0.0,0.1361210192938335,0,0.465
49,9900,200,0.0,0.04964213209577496,0,0.15
50,10096,196,0.118,0.26441251488243966,1,0.1836734693877551
51,10296,200,0.0,0.08090657728132988,0,0.275
52,10496,200,0.0,0.0478409668875096,0,0.085
53,10696,200,0.0,0.10184506348368715,0,0.115
54,10896,200,0.0,0.07283606568391851,0,0.03
55,11096,200,0.0,0.10266390559258959,0,0.165
56,11296,200,0.0,0.06638866363843506,0,0.03
57,11496,200,0.0,0.12445169091157522,0,0.415
58,11696,200,0.0,0.30989675480857476,0,0.06
59,11896,200,0.0,0.07280858048468358,0,0.235
60,12096,200,0.0,0.502347214305309,0,0.125
61,12296,200,0.0,0.2796380935590119,0,0.155
62,12496,200,0.0,0.0966888089037748,0,0.3
63,12696,200,0.0,0.17347763184892212,0,0.595
64,12896,200,0.0,0.43942138368535,0,0.01
65,13096,200,0.0,0.09851555284458362,0,0.295
66,13296,200,0.0,0.0986944227613712,0,0.345
67,13496,200,0.0,0.15945515166094076,0,0.575
68,13696,200,0.0,0.12569541414973687,0,0.425
69,13896,200,0.0,0.13037565958566785,0,0.435
70,14096,200,0.0,0.12681004870304832,0,0.435
71,14296,200,0.0,0.25173859314587066,0,0.225
72,14496,200,0.0,0.07676924916802313,0,0.26
73,14696,200,0.0,0.10373981777984274,0,0.37
74,14896,200,0.0,0.14813362545357817,0,0.535
75,15096,200,0.0,0.1638162652809186,0,0.605
76,15296,200,0.0,0.13153366130959807,0,0.025
77,15496,200,0.0,0.1866644980073039,0,0.665
78,15696,200,0.0,0.08055083000554311,0,0.27
79,15896,200,0.0,0.12072874587392927,0,0.39
80,16096,200,0.0,0.0782552707006944,0,0.28
81,16296,200,0.0,0.06671578429089285,0,0.235
82,16496,200,0.0,0.09125536813223087,0,0.31
83,16696,200,0.0,0.0553438432133055,0,0.175
84,16896,200,0.0,0.07305582946994493,0,0.225
85,17096,200,0.0,0.10715605341255571,0,0.355
86,17296,200,0.0,0.1150265849501682,0,0.395
87,17496,200,0.0,0.15081560251285012,0,0.55
88,17696,200,0.0,0.11685901447388912,0,0.43
89,17896,200,0.0,0.14756537496264907,0,0.53
90,18096,200,0.0,0.10128957055094766,0,0.31
91,18296,200,0.0,0.09449938561644633,0,0.335
92,18496,200,0.0,0.0681051487948756,0,0.235
93,18696,200,0.0,0.04994661066060193,0,0.15
94,18896,200,0.0,0.058323139910373405,0,0.01
95,19096,200,0.0,0.05581970053567671,0,0.18
96,19296,200,0.0,0.05813320931183252,0,0.21
97,19496,200,0.0,0.07299170442692063,0,0.235
98,19696,200,0.0,0.06533322356878293,0,0.23
99,19896,200,0.0,0.05469498830250672,0,0.195
100,20096,200,0.0,0.08839476029514723,0,0.275
101,20296,200,0.0,0.08773289517274308,0,0.305
102,20496,200,0.0,0.08914341406740639,0,0.335
103,20696,200,0.0,0.09781483689810568,0,0.385
104,20896,200,0.0,0.07013719487515384,0,0.26
105,21096,200,0.0,0.05399182071809207,0,0.185
106,21296,200,0.0,0.03938098312230872,0,0.125
107,21496,200,0.0,0.022589444110804918,0,0.075
108,21696,200,0.0,0.04551572516388372,0,0.16
