step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,1.0
20000,0.0,0.0,200.0,0.4115
30000,0.0,0.0,200.0,0.0225
40000,0.0,0.0,200.0,0.45225
50000,0.0,0.0,200.0,0.18
60000,0.0,0.0,200.0,0.948
70000,0.0,0.0,200.0,0.88425
80000,0.0,0.0,200.0,0.0555
90000,0.0,0.0,200.0,0.78975
100000,0.0,0.0,200.0,0.045
