step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.08975
20000,0.0,0.0,200.0,0.0125
30000,0.0,0.0,200.0,0.00575
40000,0.0,0.0,200.0,0.0105
50000,0.0,0.0,200.0,0.8005
60000,0.0,0.0,200.0,0.00925
70000,0.0,0.0,200.0,0.02025
80000,0.0,0.0,200.0,0.01
90000,0.0,0.0,200.0,0.005
100000,0.0,0.0,200.0,0.005
