episode,end_step,length,extrinsic_return,shaped_return,success,tv_fraction
0,200,200,0.0,0.0,0,0.015
1,400,200,0.0,0.0,0,0.19
2,600,200,0.0,0.0,0,0.125
3,800,200,0.0,0.0,0,0.32
4,900,100,0.55,0.55,1,0.08
5,1100,200,0.0,4.4362336532629865,0,0.28
6,1300,200,0.0,6.212500237375956,0,0.21
7,1500,200,0.0,4.711782692407822,0,0.275
8,1700,200,0.0,4.295811701078601,0,0.1
9,1900,200,0.0,4.042185300315754,0,0.105
10,2100,200,0.0,1.974058947835793,0,0.02
11,2300,200,0.0,0.013883272385862094,0,0.06
12,2500,200,0.0,0.02536292317376907,0,0.065
13,2700,200,0.0,0.01877311938980356,0,0.105
14,2900,200,0.0,0.020906640901934566,0,0.25
15,3100,200,0.0,0.011480492153392271,0,0.255
16,3300,200,0.0,0.003795031252969441,0,0.035
17,3500,200,0.0,0.004134712176619669,0,0.06
18,3700,200,0.0,0.006199382337725097,0,0.08
19,3900,200,0.0,0.010331640914880454,0,0.31
20,4100,200,0.0,0.0028676980119002275,0,0.14
21,4300,200,0.0,0.0007724539228988084,0,0.21
22,4500,200,0.0,0.0025059537394444323,0,0.135
23,4700,200,0.0,0.00208938888467592,0,0.145
24,4900,200,0.0,0.0023099638237766844,0,0.25
25,5100,200,0.0,0.0036381615836200707,0,0.115
26,5300,200,0.0,0.00023714280612605005,0,0.175
27,5500,200,0.0,0.0005410687405544638,0,0.15
28,5700,200,0.0,0.001130494606907572,0,0.28
29,5787,87,0.6085,0.6147058035940681,1,0.04597701149425287
30,5987,200,0.0,0.0010718441176483275,0,0.11
31,6187,200,0.0,0.00018982507037903124,0,0.215
32,6387,200,0.0,0.0005577826029102522,0,0.06
33,6587,200,0.0,0.00038536247953192034,0,0.21
34,6727,140,0.37,0.3712917984022904,1,0.02857142857142857
35,6927,200,0.0,0.0007542030489445288,0,0.14
36,7127,200,0.0,0.003319466164582026,0,0.035
37,7327,200,0.0,0.00035400944619125226,0,0.075
38,7527,200,0.0,0.00016901446220847223,0,0.32
39,7727,200,0.0,0.0002114275372851838,0,0.065
40,7927,200,0.0,0.0002585954006304916,0,0.17
41,8127,200,0.0,0.000169933825038455,0,0.145
42,8327,200,0.0,0.00027488916996361724,0,0.245
43,8527,200,0.0,0.0001367468207580081,0,0.325
44,8727,200,0.0,0.00018258983636800392,0,0.22
45,8927,200,0.0,0.0004027645994142641,0,0.05
46,9092,165,0.25750000000000006,0.25788597967741306,1,0.11515151515151516
47,9292,200,0.0,0.00034540880214995606,0,0.02
48,9492,200,0.0,3.323907730098594e-05,0,0.14
49,9692,200,0.0,4.884723468870029e-05,0,0.24
50,9813,121,0.4555,0.4558474255922849,1,0.10743801652892562
51,10013,200,0.0,0.0008570889452663399,0,0.135
52,10213,200,0.0,0.0010245405581651088,0,0.01
53,10319,106,0.5229999999999999,0.5231041361272953,1,0.09433962264150944
54,10519,200,0.0,5.4531138971656865e-05,0,0.085
55,10719,200,0.0,3.907951703568579e-05,0,0.095
56,10919,200,0.0,8.443071881507938e-05,0,0.09
57,10996,77,0.6535,0.6536715152689767,1,0.06493506493506493
58,11196,200,0.0,4.692424722196088e-05,0,0.225
59,11396,200,0.0,0.00010052335974976315,0,0.205
60,11596,200,0.0,0.00033545204892209107,0,0.09
61,11796,200,0.0,0.0002534219448386579,0,0.14
62,11996,200,0.0,0.0003214976813968532,0,0.005
63,12196,200,0.0,6.0303024081888476e-05,0,0.13
64,12396,200,0.0,5.4012949430910475e-05,0,0.075
65,12596,200,0.0,8.794891307708434e-05,0,0.125
66,12796,200,0.0,0.00011582626289084661,0,0.145
67,12996,200,0.0,0.0010069209901886215,0,0.08
68,13196,200,0.0,8.124540330617783e-05,0,0.16
69,13396,200,0.09999999999999998,0.1001642501873054,1,0.065
70,13596,200,0.0,8.299350397079965e-05,0,0.28
