episode,end_step,length,extrinsic_return,shaped_return,success,tv_fraction
0,200,200,0.0,9.394619600970676,0,0.24
1,400,200,0.0,10.000000000000007,0,0.12
2,600,200,0.0,10.000000000000007,0,0.215
3,800,200,0.0,10.000000000000007,0,0.1
4,1000,200,0.0,10.000000000000007,0,0.125
5,1200,200,0.0,2.6482795492017286,0,0.215
6,1400,200,0.0,0.13644300529446152,0,0.09
7,1600,200,0.0,0.08395884993147897,0,0.045
8,1800,200,0.0,0.03807969228516282,0,0.205
9,2000,200,0.0,0.048333346137403255,0,0.08
10,2200,200,0.0,0.017686969481955167,0,0.19
11,2400,200,0.0,0.013531688111865189,0,0.205
12,2600,200,0.0,0.010306229630286127,0,0.07
13,2800,200,0.0,0.02971278285633735,0,0.015
14,3000,200,0.0,0.010125854656259784,0,0.11
15,3141,141,0.36550000000000005,0.38464678042149075,1,0.0070921985815602835
16,3341,200,0.0,0.028627263205960627,0,0.015
17,3541,200,0.0,0.03403107390894994,0,0.13
18,3741,200,0.0,0.0072183227790237866,0,0.13
19,3941,200,0.0,0.040438689479897864,0,0.105
20,4141,200,0.0,0.014839113955796377,0,0.06
21,4341,200,0.0,0.011564907981096417,0,0.17
22,4541,200,0.0,0.004576266499129963,0,0.08
23,4741,200,0.0,0.017234490642968864,0,0.04
24,4941,200,0.0,0.005418236676936553,0,0.24
25,5141,200,0.0,0.003435349749797738,0,0.14
26,5341,200,0.0,0.019559263726803475,0,0.05
27,5541,200,0.0,0.003694549346596448,0,0.185
28,5741,200,0.0,0.006478034854171303,0,0.17
29,5941,200,0.0,0.003846153938936095,0,0.115
30,6141,200,0.0,0.009939292754313378,0,0.145
31,6341,200,0.0,0.0016392228520498361,0,0.285
32,6541,200,0.0,0.0015979952656114942,0,0.38
33,6741,200,0.0,0.008484466422501015,0,0.005
34,6941,200,0.0,0.004239893363389669,0,0.1
35,7141,200,0.0,0.003996969836966243,0,0.335
36,7325,184,0.17199999999999993,0.17932904523688717,1,0.03260869565217391
37,7525,200,0.0,0.0020048479940226157,0,0.275
38,7725,200,0.0,0.0008987326792121812,0,0.175
39,7847,122,0.45099999999999996,0.45995378821525795,1,0.01639344262295082
40,8047,200,0.0,0.002698856347804879,0,0.11
41,8247,200,0.0,0.0012609709026934414,0,0.125
42,8447,200,0.0,0.0029097726278384172,0,0.085
43,8647,200,0.0,0.0009427651597325063,0,0.17
44,8847,200,0.0,0.0031067546805949105,0,0.085
45,9047,200,0.0,0.0038454768108690395,0,0.14
46,9247,200,0.0,0.0030831667236768793,0,0.005
47,9447,200,0.0,0.0005865312270872534,0,0.155
48,9647,200,0.0,0.0022168597674481535,0,0.245
