episode,end_step,length,extrinsic_return,shaped_return,success,tv_fraction
0,200,200,0.0,0.0,0,0.205
1,400,200,0.0,0.0,0,0.115
2,600,200,0.0,0.0,0,0.12
3,800,200,0.0,0.0,0,0.12
4,1000,200,0.0,0.0,0,0.205
5,1200,200,0.0,7.983385065882487,0,0.175
6,1400,200,0.0,5.18432749761841,0,0.22
7,1600,200,0.0,4.459177919445984,0,0.225
8,1800,200,0.0,4.129038607871915,0,0.09
9,2000,200,0.0,4.119098249459403,0,0.1
10,2200,200,0.0,0.005064198086123838,0,0.065
11,2400,200,0.0,0.008431768079144548,0,0.165
12,2600,200,0.0,0.009752401397797584,0,0.13
13,2800,200,0.0,0.030961344493931117,0,0.005
14,3000,200,0.0,0.031090939613253297,0,0.075
15,3200,200,0.0,0.0029185516188956137,0,0.05
16,3400,200,0.0,0.00650503978720577,0,0.015
17,3600,200,0.0,0.007668364432285206,0,0.005
18,3800,200,0.0,0.0028257571549555683,0,0.085
19,4000,200,0.0,0.010990095856831233,0,0.22
20,4200,200,0.0,0.000605760671158077,0,0.11
21,4400,200,0.0,0.004353499715924007,0,0.125
22,4600,200,0.0,0.0033248235659800937,0,0.255
23,4800,200,0.0,0.0014742722826923357,0,0.09
24,5000,200,0.0,0.008093697461753405,0,0.115
25,5169,169,0.23950000000000005,0.2411693165027126,1,0.005917159763313609
26,5369,200,0.0,0.00043560746895389846,0,0.135
27,5569,200,0.0,0.000285461199570678,0,0.215
28,5769,200,0.0,0.0005539715065340365,0,0.195
29,5969,200,0.0,0.0007781673880213611,0,0.155
30,6169,200,0.0,0.0002381394622850424,0,0.09
31,6369,200,0.0,0.0002835762050361593,0,0.13
32,6569,200,0.0,0.00039608114898301137,0,0.095
33,6769,200,0.0,0.0046755286541839145,0,0.035
34,6969,200,0.0,0.0004801662315835328,0,0.215
35,7169,200,0.0,0.0001856006551523419,0,0.11
36,7369,200,0.0,0.0004935841236179663,0,0.15
37,7569,200,0.0,0.0011444898000159834,0,0.195
38,7769,200,0.0,0.00020320332279383737,0,0.135
39,7969,200,0.0,0.0005394975858565638,0,0.17
40,8169,200,0.0,0.000525393620147502,0,0.13
41,8369,200,0.0,0.00010530343679070506,0,0.065
42,8569,200,0.0,0.00017222506881486762,0,0.08
43,8769,200,0.0,0.0015043781224707495,0,0.145
44,8969,200,0.0,0.0012361916779317706,0,0.125
45,9169,200,0.0,6.31263617680356e-05,0,0.27
46,9369,200,0.0,8.50264391857191e-05,0,0.19
47,9569,200,0.0,0.00014127468633123072,0,0.195
48,9769,200,0.0,0.0001267511765931486,0,0.115
49,9969,200,0.0,0.00032276567373655464,0,0.05
50,10169,200,0.0,6.070209973541268e-05,0,0.325
51,10369,200,0.0,0.0001341207413140412,0,0.27
52,10569,200,0.0,4.4890686852256615e-05,0,0.285
53,10769,200,0.0,6.341347613805669e-05,0,0.185
54,10969,200,0.0,0.00019586236998368146,0,0.17
55,11169,200,0.0,5.4543900324204345e-05,0,0.25
56,11369,200,0.0,3.340213065149159e-05,0,0.22
57,11569,200,0.0,0.000771602350957857,0,0.05
58,11769,200,0.0,0.000758087918666771,0,0.005
59,11969,200,0.0,4.369719175547287e-05,0,0.235
60,12169,200,0.0,3.8102068729855156e-05,0,0.205
61,12369,200,0.0,4.142174570072764e-05,0,0.34
62,12569,200,0.0,0.0005531176588664408,0,0.08
63,12769,200,0.0,0.0006724794876306834,0,0.175
64,12969,200,0.0,4.498908048704776e-05,0,0.28
65,13169,200,0.0,3.706355947639777e-05,0,0.25
66,13369,200,0.0,9.936965151172623e-05,0,0.34
67,13569,200,0.0,9.412469165021068e-05,0,0.315
68,13769,200,0.0,0.0001807643781949134,0,0.135
69,13969,200,0.0,5.6235142179203225e-05,0,0.355
70,14169,200,0.0,6.326523780570614e-05,0,0.355
71,14369,200,0.0,5.1705670298859055e-05,0,0.315
72,14569,200,0.0,5.7581262806613246e-05,0,0.27
73,14769,200,0.0,6.489230100804689e-05,0,0.34
74,14969,200,0.0,8.598441329204686e-05,0,0.17
75,15169,200,0.0,3.0745173853122414e-05,0,0.17
76,15369,200,0.0,2.5470016012792975e-05,0,0.33
77,15569,200,0.0,0.0002381447652112254,0,0.22
78,15769,200,0.0,0.00024431319945146654,0,0.26
79,15969,200,0.0,0.0001597988681915126,0,0.17
80,16169,200,0.0,3.93418019493124e-05,0,0.215
81,16369,200,0.0,0.000147115284464476,0,0.09
82,16569,200,0.0,3.077305948555418e-05,0,0.075
83,16769,200,0.0,1.6177912618147338e-05,0,0.055
84,16969,200,0.0,3.053660945610772e-05,0,0.23
85,17169,200,0.0,9.251864808740336e-05,0,0.025
86,17369,200,0.0,1.9090717326000626e-05,0,0.14
87,17569,200,0.0,2.100355011698944e-05,0,0.125
88,17769,200,0.0,1.95277949953369e-05,0,0.09
89,17969,200,0.0,1.8720908985603716e-05,0,0.22
90,18169,200,0.0,2.0746279603320637e-05,0,0.12
91,18369,200,0.0,2.679070618530199e-05,0,0.145
92,18569,200,0.0,0.00041676757194957203,0,0.09
93,18769,200,0.0,1.0124649071410314e-05,0,0.08
94,18969,200,0.0,1.5524175411799512e-05,0,0.08
95,19169,200,0.0,3.027718217221953e-05,0,0.1
96,19369,200,0.0,3.37541294349963e-05,0,0.015
97,19569,200,0.0,1.375598966801453e-05,0,0.14
98,19769,200,0.0,0.00010502803291283542,0,0.055
99,19969,200,0.0,0.00010928258338838178,0,0.095
100,20169,200,0.0,1.732695747421769e-05,0,0.21
101,20369,200,0.0,1.243381484425782e-05,0,0.215
102,20569,200,0.0,7.365130882338358e-05,0,0.06
103,20769,200,0.0,9.129901166232877e-05,0,0.05
104,20969,200,0.0,9.30805571308264e-06,0,0.025
105,21169,200,0.0,1.204910983014264e-05,0,0.05
106,21369,200,0.0,8.866488709782513e-05,0,0.015
107,21569,200,0.0,3.97559045593022e-05,0,0.035
108,21769,200,0.0,0.00013096601085009092,0,0.06
109,21969,200,0.0,1.7617993154079315e-05,0,0.05
110,22169,200,0.0,3.4699445462018626e-05,0,0.04
111,22248,79,0.6445,0.6445457690964448,1,0.012658227848101266
112,22448,200,0.0,2.939339996809906e-05,0,0.04
113,22648,200,0.0,3.424381136196485e-05,0,0.035
114,22848,200,0.0,7.810697373583899e-05,0,0.035
115,23048,200,0.0,1.093801985582466e-05,0,0.025
116,23248,200,0.0,6.753029259249174e-06,0,0.15
117,23448,200,0.0,7.220740661593285e-06,0,0.09
118,23648,200,0.0,3.202677225280551e-05,0,0.03
119,23848,200,0.0,6.296659379262761e-05,0,0.025
120,24048,200,0.0,7.91785691808287e-06,0,0.13
121,24248,200,0.0,7.672079720668444e-06,0,0.115
122,24448,200,0.0,2.3138463572106664e-05,0,0.155
123,24648,200,0.0,1.0528764531495788e-05,0,0.15
124,24848,200,0.0,9.891303680744643e-06,0,0.115
125,25048,200,0.0,0.0005036009256663739,0,0.01
126,25248,200,0.0,6.396617995625905e-06,0,0.275
127,25448,200,0.0,5.903767058993597e-06,0,0.31
128,25648,200,0.0,2.1227015361415416e-05,0,0.195
129,25848,200,0.0,7.572437282634277e-06,0,0.09
130,26048,200,0.0,0.0002447985759084099,0,0.025
131,26248,200,0.0,5.031016805407777e-06,0,0.025
132,26448,200,0.0,1.7257004541409316e-05,0,0.035
133,26648,200,0.0,1.3609299776386004e-05,0,0.15
134,26848,200,0.0,1.0674080334267267e-05,0,0.145
135,27048,200,0.0,1.5089045476417854e-05,0,0.155
136,27248,200,0.0,1.629165494568641e-05,0,0.09
137,27448,200,0.0,1.0642225262240045e-05,0,0.11
138,27648,200,0.0,1.5224024701716418e-05,0,0.15
139,27848,200,0.0,2.0371525651238725e-05,0,0.025
140,28048,200,0.0,1.9154932920394406e-05,0,0.29
141,28248,200,0.0,3.463279982330406e-06,0,0.04
142,28448,200,0.0,6.187021919033164e-06,0,0.19
143,28648,200,0.0,8.03483197638639e-06,0,0.105
144,28848,200,0.0,7.242268097569888e-06,0,0.11
145,29048,200,0.0,1.121586037760478e-05,0,0.05
146,29248,200,0.0,3.415486871653823e-05,0,0.265
147,29448,200,0.0,0.00011641847143436023,0,0.09
148,29648,200,0.0,3.3604347139467446e-05,0,0.16
149,29848,200,0.0,4.151375898760856e-05,0,0.255
150,30048,200,0.0,4.198492984437839e-05,0,0.135
151,30248,200,0.0,2.3177662349195857e-05,0,0.02
152,30448,200,0.0,3.119377928842037e-05,0,0.085
153,30648,200,0.0,5.402525189909902e-05,0,0.06
154,30848,200,0.0,1.492579430006868e-05,0,0.04
155,31048,200,0.0,2.8895838307477896e-05,0,0.055
156,31248,200,0.0,1.2438733764179176e-06,0,0.025
157,31448,200,0.0,0.00019350483407237927,0,0.065
158,31648,200,0.0,5.4666895817683825e-06,0,0.115
159,31848,200,0.0,2.2690848148385226e-06,0,0.035
160,32048,200,0.0,1.3227412853786438e-06,0,0.115
161,32248,200,0.0,7.316628372659185e-06,0,0.055
162,32448,200,0.0,6.328966293915251e-06,0,0.105
163,32648,200,0.0,4.486285850103664e-06,0,0.03
164,32826,178,0.19899999999999995,0.19903826598919525,1,0.056179775280898875
165,32886,60,0.73,0.730132515531045,1,0.06666666666666667
166,33086,200,0.0,1.1653627549232814e-05,0,0.015
167,33269,183,0.1765,0.1765637825200837,1,0.15300546448087432
168,33469,200,0.0,7.876036172471626e-06,0,0.245
169,33669,200,0.0,1.4305258827381427e-05,0,0.115
170,33869,200,0.0,1.6264450670547978e-05,0,0.21
171,33919,50,0.775,0.7752068090663045,1,0.12
172,34119,200,0.0,2.3726230111939953e-05,0,0.075
173,34319,200,0.0,5.14810917435476e-06,0,0.07
174,34519,200,0.0,7.772443868806757e-06,0,0.125
175,34719,200,0.0,2.0682289946209792e-05,0,0.11
176,34919,200,0.0,8.820027205353532e-06,0,0.03
177,35119,200,0.0,2.1012090192066992e-05,0,0.125
178,35241,122,0.45099999999999996,0.45104128928907233,1,0.00819672131147541
179,35322,81,0.6355,0.6355465361796557,1,0.024691358024691357
180,35522,200,0.0,1.3433747732490808e-05,0,0.005
181,35722,200,0.0,0.00011664245777853663,0,0.005
182,35922,200,0.0,1.2708595872882403e-05,0,0.11
183,36122,200,0.0,5.006242888945888e-06,0,0.07
184,36175,53,0.7615,0.7615397577846701,1,0.3018867924528302
185,36235,60,0.73,0.7300626806787373,1,0.1
186,36282,47,0.7885,0.7885890583484161,1,0.0425531914893617
187,36361,79,0.6445,0.6445816261892262,1,0.05063291139240506
188,36434,73,0.6715,0.6716264219750979,1,0.0273972602739726
189,36457,23,0.8965,0.8965929960776863,1,0.08695652173913043
190,36516,59,0.7344999999999999,0.7346520169849201,1,0.0847457627118644
191,36537,21,0.9055,0.9056879160144616,1,0.09523809523809523
192,36737,200,0.0,4.178642980555269e-05,0,0.04
193,36913,176,0.20799999999999996,0.20829757451276237,1,0.022727272727272728
194,36932,19,0.9145,0.9146534260345361,1,0.10526315789473684
195,36962,30,0.865,0.8651720314253595,1,0.06666666666666667
196,37079,117,0.47350000000000003,0.47357097574813184,1,0.06837606837606838
197,37160,81,0.6355,0.6355664689085335,1,0.024691358024691357
198,37360,200,0.0,6.415386617786582e-05,0,0.08
199,37413,53,0.7615,0.7617455574845727,1,0.6037735849056604
200,37563,150,0.32499999999999996,0.3251728399458775,1,0.12666666666666668
201,37763,200,0.0,9.862540158932663e-06,0,0.045
202,37912,149,0.3295,0.32972196716026764,1,0.040268456375838924
203,38106,194,0.127,0.12705943406214054,1,0.12886597938144329
204,38247,141,0.36550000000000005,0.3655508054748148,1,0.2907801418439716
205,38307,60,0.73,0.7300535621475724,1,0.3333333333333333
206,38491,184,0.17199999999999993,0.17207201511050296,1,0.21195652173913043
207,38511,20,0.91,0.9100271958749059,1,0.05
208,38567,56,0.748,0.7480909137070275,1,0.10714285714285714
209,38614,47,0.7885,0.7886065163884439,1,0.1276595744680851
210,38674,60,0.73,0.7300928866292883,1,0.05
211,38805,131,0.4105,0.41060409043825363,1,0.25190839694656486
