step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.025
20000,0.0,0.0,200.0,0.8715
30000,0.0,0.0,200.0,0.0055
40000,0.0,0.0,200.0,0.1345
50000,0.0,0.0,200.0,0.478
60000,0.0,0.0,200.0,0.08675
70000,0.0,0.0,200.0,0.7635
80000,0.0,0.0,200.0,0.6665
90000,0.0,0.0,200.0,0.006
100000,0.0,0.0,200.0,0.022
