step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.0205
20000,0.0,0.0,200.0,0.2565
30000,0.0,0.0,200.0,0.01125
40000,0.0,0.0,200.0,0.00775
50000,0.0,0.0,200.0,0.0385
60000,0.0,0.0,200.0,0.508
70000,0.0,0.0,200.0,0.015
80000,0.0,0.0,200.0,0.0125
90000,0.0,0.0,200.0,0.04675
100000,0.0,0.0,200.0,0.0355
