step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.084
20000,0.0,0.0,200.0,0.40425
30000,0.0,0.0,200.0,0.0055
40000,0.0,0.0,200.0,0.00875
50000,0.0,0.0,200.0,0.177
60000,0.0,0.0,200.0,0.3835
70000,0.0,0.0,200.0,0.79575
80000,0.0,0.0,200.0,0.028
90000,0.0,0.0,200.0,0.005
100000,0.0,0.0,200.0,0.01
