step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.9125
10000,0.0,0.0,200.0,0.10775
20000,0.0,0.0,200.0,0.023
30000,0.0,0.0,200.0,0.006
40000,0.0,0.0,200.0,0.01
50000,0.937,1.0,14.0,0.07142857142857142
60000,0.937,1.0,14.0,0.07142857142857142
70000,0.937,1.0,14.0,0.07142857142857142
80000,0.937,1.0,14.0,0.07142857142857142
90000,0.937,1.0,14.0,0.07142857142857142
100000,0.6114499999999999,0.8,81.9,0.86996336996337
