step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.9125
10000,0.0,0.0,200.0,0.11575
20000,0.0,0.0,200.0,0.005
30000,0.0,0.0,200.0,0.229
40000,0.0,0.0,200.0,0.05075
50000,0.0,0.0,200.0,0.069
60000,0.0,0.0,200.0,0.022
70000,0.0,0.0,200.0,0.0385
80000,0.0,0.0,200.0,0.03575
90000,0.0,0.0,200.0,0.101
100000,0.0,0.0,200.0,0.01
