step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.04425
20000,0.0,0.0,200.0,0.56875
30000,0.0,0.0,200.0,0.0105
40000,0.0,0.0,200.0,0.00775
50000,0.0,0.0,200.0,0.111
60000,0.0,0.0,200.0,0.798
70000,0.0,0.0,200.0,0.3025
80000,0.0,0.0,200.0,0.01
90000,0.0,0.0,200.0,0.02575
100000,0.0,0.0,200.0,0.0125
