step,tv_fraction_block,tv_fraction_cumulative,position_coverage,unique_positions,unique_abstract_states,unique_observations,rnd_error_inside,rnd_error_outside,intrinsic_raw_inside,intrinsic_raw_outside,intrinsic_normalized_inside,intrinsic_normalized_outside,mean_q_loss,mean_rnd_loss
1000,0.154,0.154,0.5,34,123,258,0.0075162449857679664,0.006777406914542753,0.0075162449857679664,0.006777406914542753,4.887675398935048,4.916103957278758,0.15522751212120056,0.006931946612894535
2000,0.2,0.177,0.5882352941176471,40,151,483,0.0005803839792133658,0.0003515023845454834,0.0005803839792133658,0.0003515023845454834,0.36205355659740057,0.3007107344871768,0.026720807678066193,0.00036847555700296654
3000,0.19,0.18133333333333335,0.75,51,188,709,8.879860205955705e-05,4.534552293832494e-05,8.879860205955705e-05,4.534552293832494e-05,0.026797103987636354,0.013629701495957627,0.027434697741642596,3.940917192448978e-05
4000,0.102,0.1615,0.75,51,200,822,5.1850776941921816e-05,3.2885024364721396e-05,5.1850776941921816e-05,3.2885024364721396e-05,0.01696222777196921,0.01053272821438979,0.023932605582289396,2.2209192454283765e-05
5000,0.093,0.1478,0.75,51,203,918,4.1319104854264094e-05,1.9924255696282254e-05,4.1319104854264094e-05,1.9924255696282254e-05,0.014499950490295418,0.006872820754124296,0.021220174111425877,1.5568316231110658e-05
6000,0.111,0.14166666666666666,0.8970588235294118,61,229,1051,3.3878334327275774e-05,1.017869290331501e-05,3.3878334327275774e-05,1.017869290331501e-05,0.012716478787882561,0.00377311368223997,0.019078941895626485,1.1221623514757085e-05
7000,0.136,0.14085714285714285,0.8970588235294118,61,229,1187,2.9309028551484944e-05,5.61401965389526e-06,2.9309028551484944e-05,5.61401965389526e-06,0.011687734190401743,0.00222522026414426,0.01734464647807181,8.578585956911411e-06
8000,0.117,0.137875,0.8970588235294118,61,232,1307,2.6650255210533476e-05,1.059345030219654e-05,2.6650255210533476e-05,1.059345030219654e-05,0.011360738141270732,0.004496722591265989,0.015869668416213244,7.079386833765966e-06
9000,0.203,0.1451111111111111,0.9264705882352942,63,240,1518,2.5459772725943695e-05,4.876357139704773e-06,2.5459772725943695e-05,4.876357139704773e-06,0.011362455378319605,0.002152061296084397,0.014655621421989054,6.441041602329278e-06
10000,0.121,0.1427,0.9264705882352942,63,240,1639,2.3957618380764937e-05,2.643068938855824e-06,2.3957618380764937e-05,2.643068938855824e-06,0.011184623709349946,0.0012354134723285358,0.013627845427487045,5.580769860671353e-06
11000,0.081,0.1370909090909091,0.9264705882352942,63,240,1720,2.148506967578102e-05,2.7986149591326665e-06,2.148506967578102e-05,2.7986149591326665e-06,0.010603769105954466,0.0013702559130780705,0.012160804462619126,4.683459907028009e-06
12000,0.106,0.1345,0.9264705882352942,63,240,1826,1.9482819373839653e-05,9.87021003229997e-07,1.9482819373839653e-05,9.87021003229997e-07,0.009906341391697446,0.0005014498660900331,0.011424940491793677,4.230904876862951e-06
