step,tv_fraction_block,tv_fraction_cumulative,position_coverage,unique_positions,unique_abstract_states,unique_observations,rnd_error_inside,rnd_error_outside,intrinsic_raw_inside,intrinsic_raw_outside,intrinsic_normalized_inside,intrinsic_normalized_outside,mean_q_loss,mean_rnd_loss
1000,0.135,0.135,0.7352941176470589,50,169,162,nan,nan,nan,nan,nan,nan,0.0013807218056172132,nan
2000,0.125,0.13,0.7794117647058824,53,194,186,nan,nan,nan,nan,nan,nan,0.0001282471612566951,nan
3000,0.129,0.12966666666666668,0.9264705882352942,63,238,228,nan,nan,nan,nan,nan,nan,0.00021571296008187347,nan
4000,0.116,0.12625,0.9264705882352942,63,240,230,nan,nan,nan,nan,nan,nan,7.403536705351144e-05,nan
5000,0.172,0.1354,0.9264705882352942,63,241,231,nan,nan,nan,nan,nan,nan,4.8606747963276576e-05,nan
6000,0.165,0.14033333333333334,0.9264705882352942,63,243,233,nan,nan,nan,nan,nan,nan,3.319041534223288e-05,nan
7000,0.148,0.14142857142857143,0.9264705882352942,63,245,235,nan,nan,nan,nan,nan,nan,2.1401541100658506e-05,nan
8000,0.25,0.155,0.9264705882352942,63,245,235,nan,nan,nan,nan,nan,nan,1.4881989016430453e-05,nan
9000,0.202,0.1602222222222222,0.9264705882352942,63,247,237,nan,nan,nan,nan,nan,nan,1.3644284895690362e-05,nan
10000,0.234,0.1676,0.9264705882352942,63,247,237,nan,nan,nan,nan,nan,nan,2.260623513620885e-05,nan
11000,0.15,0.166,0.9411764705882353,64,251,240,nan,nan,nan,nan,nan,nan,3.2983930001137196e-05,nan
12000,0.103,0.16075,0.9852941176470589,67,263,251,nan,nan,nan,nan,nan,nan,3.96377486226811e-05,nan
13000,0.105,0.15646153846153846,1.0,68,269,257,nan,nan,nan,nan,nan,nan,6.557889803343642e-05,nan
14000,0.105,0.15278571428571427,1.0,68,269,257,nan,nan,nan,nan,nan,nan,0.00010582726298798661,nan
15000,0.078,0.1478,1.0,68,269,257,nan,nan,nan,nan,nan,nan,0.0001423317087819669,nan
16000,0.047,0.1415,1.0,68,269,257,nan,nan,nan,nan,nan,nan,0.00016457654537589407,nan
17000,0.079,0.1378235294117647,1.0,68,269,257,nan,nan,nan,nan,nan,nan,0.0001877813631454046,nan
18000,0.049,0.1328888888888889,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00023624180731167144,nan
19000,0.096,0.13094736842105262,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00026649919907868026,nan
20000,0.102,0.1295,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.000318296422745334,nan
21000,0.108,0.12847619047619047,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00032865237804981007,nan
22000,0.105,0.12740909090909092,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00034372706287467736,nan
23000,0.075,0.12513043478260868,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00042145912270279953,nan
24000,0.062,0.1225,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0004962769518824644,nan
25000,0.027,0.11868,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0005243659057268815,nan
26000,0.072,0.11688461538461538,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0004980791674424836,nan
27000,0.118,0.11692592592592592,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0004019687265681569,nan
28000,0.027,0.11371428571428571,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00037413277226005446,nan
29000,0.082,0.11262068965517241,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0003205778614155861,nan
30000,0.22,0.1162,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002848207029237528,nan
31000,0.074,0.11483870967741935,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00026797591424474376,nan
32000,0.075,0.11359375,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00020872459936435917,nan
33000,0.084,0.1126969696969697,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002532545422809562,nan
34000,0.098,0.11226470588235295,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002159221597657961,nan
35000,0.074,0.11117142857142857,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00020932260263998613,nan
36000,0.187,0.11327777777777778,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002076650056969811,nan
37000,0.069,0.11208108108108109,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00020190213410023716,nan
38000,0.256,0.11586842105263158,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00024155002477436937,nan
39000,0.13,0.11623076923076923,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002516328297815562,nan
40000,0.052,0.114625,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00022878787209265283,nan
41000,0.065,0.11341463414634147,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002501703200923657,nan
42000,0.064,0.11223809523809523,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002551542283708841,nan
43000,0.052,0.11083720930232559,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002928496395416005,nan
44000,0.039,0.10920454545454546,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00026545773558700605,nan
45000,0.032,0.10748888888888888,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002958471746496798,nan
46000,0.014,0.10545652173913043,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00027968519238129373,nan
47000,0.017,0.10357446808510638,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002484458284316133,nan
48000,0.277,0.1071875,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00025537503597479374,nan
49000,0.056,0.10614285714285714,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00026231561213899113,nan
50000,0.014,0.1043,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00025681409902153973,nan
51000,0.016,0.10256862745098039,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00022676715375655475,nan
52000,0.038,0.10132692307692308,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00023663544236842427,nan
53000,0.065,0.10064150943396226,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002234757353662644,nan
54000,0.458,0.10725925925925926,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002564018827488326,nan
55000,0.045,0.10612727272727272,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00022061355989580987,nan
56000,0.324,0.11001785714285714,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002523281917647182,nan
57000,0.078,0.1094561403508772,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00025103860188346514,nan
58000,0.249,0.11186206896551724,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.00026033420770863814,nan
59000,0.066,0.11108474576271186,1.0,68,271,259,nan,nan,nan,nan,nan,nan,0.0002692049813081212,nan
