step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.0075
20000,0.0,0.0,200.0,0.74325
30000,0.0,0.0,200.0,0.19925
40000,0.0,0.0,200.0,0.026
50000,0.0,0.0,200.0,0.01425
60000,0.0,0.0,200.0,0.45125
70000,0.0,0.0,200.0,0.018
80000,0.0,0.0,200.0,0.58775
90000,0.0,0.0,200.0,0.00525
100000,0.0,0.0,200.0,0.01
