step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,1.0
10000,0.0,0.0,200.0,0.0135
20000,0.0,0.0,200.0,0.054
30000,0.0,0.0,200.0,0.05375
40000,0.0,0.0,200.0,0.10775
50000,0.0,0.0,200.0,0.092
60000,0.0,0.0,200.0,0.027
70000,0.0,0.0,200.0,0.0165
80000,0.0,0.0,200.0,0.01425
90000,0.0,0.0,200.0,0.02275
100000,0.0,0.0,200.0,0.009
