episode,end_step,length,extrinsic_return,shaped_return,success,tv_fraction
0,200,200,0.0,0.0,0,0.29
1,400,200,0.0,0.0,0,0.12
2,600,200,0.0,0.0,0,0.155
3,800,200,0.0,0.0,0,0.085
4,1000,200,0.0,0.0,0,0.285
5,1200,200,0.0,0.0,0,0.14
6,1400,200,0.0,0.0,0,0.155
7,1600,200,0.0,0.0,0,0.085
8,1800,200,0.0,0.0,0,0.225
9,2000,200,0.0,0.0,0,0.115
10,2200,200,0.0,0.0,0,0.035
11,2400,200,0.0,0.0,0,0.145
12,2600,200,0.0,0.0,0,0.005
13,2800,200,0.0,0.0,0,0.005
14,3000,200,0.0,0.0,0,0.13
15,3200,200,0.0,0.0,0,0.255
16,3400,200,0.0,0.0,0,0.055
17,3600,200,0.0,0.0,0,0.11
18,3800,200,0.0,0.0,0,0.06
19,4000,200,0.0,0.0,0,0.19
20,4200,200,0.0,0.0,0,0.005
21,4400,200,0.0,0.0,0,0.075
22,4600,200,0.0,0.0,0,0.065
23,4800,200,0.0,0.0,0,0.02
24,4920,120,0.45999999999999996,0.45999999999999996,1,0.16666666666666666
25,5120,200,0.0,0.0,0,0.035
26,5320,200,0.0,0.0,0,0.295
27,5520,200,0.0,0.0,0,0.21
28,5720,200,0.0,0.0,0,0.11
29,5920,200,0.0,0.0,0,0.165
30,6120,200,0.0,0.0,0,0.05
31,6320,200,0.0,0.0,0,0.095
32,6520,200,0.0,0.0,0,0.19
33,6720,200,0.0,0.0,0,0.01
34,6920,200,0.0,0.0,0,0.185
35,7120,200,0.0,0.0,0,0.11
36,7320,200,0.0,0.0,0,0.13
37,7520,200,0.0,0.0,0,0.155
38,7720,200,0.0,0.0,0,0.055
39,7920,200,0.0,0.0,0,0.255
40,8120,200,0.0,0.0,0,0.05
41,8320,200,0.0,0.0,0,0.155
42,8520,200,0.0,0.0,0,0.3
43,8720,200,0.0,0.0,0,0.215
44,8920,200,0.0,0.0,0,0.275
45,9120,200,0.0,0.0,0,0.24
46,9233,113,0.49150000000000005,0.49150000000000005,1,0.09734513274336283
47,9385,152,0.31599999999999995,0.31599999999999995,1,0.013157894736842105
48,9585,200,0.0,0.0,0,0.17
49,9725,140,0.37,0.37,1,0.11428571428571428
50,9925,200,0.0,0.0,0,0.325
51,10093,168,0.244,0.244,1,0.13690476190476192
52,10293,200,0.0,0.0,0,0.1
53,10493,200,0.0,0.0,0,0.48
54,10693,200,0.0,0.0,0,0.15
55,10785,92,0.586,0.586,1,0.15217391304347827
56,10959,174,0.21699999999999997,0.21699999999999997,1,0.028735632183908046
57,11159,200,0.0,0.0,0,0.21
58,11359,200,0.0,0.0,0,0.02
59,11559,200,0.0,0.0,0,0.17
60,11617,58,0.739,0.739,1,0.15517241379310345
61,11712,95,0.5725,0.5725,1,0.3368421052631579
62,11912,200,0.0,0.0,0,0.38
63,12112,200,0.0,0.0,0,0.185
64,12206,94,0.577,0.577,1,0.10638297872340426
65,12277,71,0.6805,0.6805,1,0.07042253521126761
66,12477,200,0.0,0.0,0,0.18
67,12632,155,0.3025,0.3025,1,0.27741935483870966
68,12832,200,0.0,0.0,0,0.155
69,13032,200,0.0,0.0,0,0.35
70,13232,200,0.0,0.0,0,0.245
71,13432,200,0.0,0.0,0,0.195
72,13517,85,0.6174999999999999,0.6174999999999999,1,0.16470588235294117
73,13679,162,0.2709999999999999,0.2709999999999999,1,0.11728395061728394
74,13796,117,0.47350000000000003,0.47350000000000003,1,0.18803418803418803
75,13874,78,0.649,0.649,1,0.11538461538461539
76,13912,38,0.829,0.829,1,0.05263157894736842
77,14046,134,0.3969999999999999,0.3969999999999999,1,0.2462686567164179
78,14246,200,0.0,0.0,0,0.335
79,14446,200,0.0,0.0,0,0.235
80,14546,100,0.55,0.55,1,0.08
81,14586,40,0.82,0.82,1,0.15
82,14715,129,0.4195,0.4195,1,0.11627906976744186
83,14865,150,0.32499999999999996,0.32499999999999996,1,0.03333333333333333
84,15044,179,0.1945,0.1945,1,0.1005586592178771
85,15196,152,0.31599999999999995,0.31599999999999995,1,0.20394736842105263
86,15263,67,0.6984999999999999,0.6984999999999999,1,0.029850746268656716
87,15385,122,0.45099999999999996,0.45099999999999996,1,0.13934426229508196
88,15506,121,0.4555,0.4555,1,0.17355371900826447
89,15627,121,0.4555,0.4555,1,0.05785123966942149
90,15827,200,0.0,0.0,0,0.165
91,16027,200,0.0,0.0,0,0.195
92,16227,200,0.0,0.0,0,0.335
93,16312,85,0.6174999999999999,0.6174999999999999,1,0.03529411764705882
94,16409,97,0.5635,0.5635,1,0.030927835051546393
95,16609,200,0.0,0.0,0,0.235
96,16787,178,0.19899999999999995,0.19899999999999995,1,0.05056179775280899
97,16876,89,0.5994999999999999,0.5994999999999999,1,0.1797752808988764
98,16993,117,0.47350000000000003,0.47350000000000003,1,0.08547008547008547
99,17133,140,0.37,0.37,1,0.02857142857142857
100,17295,162,0.2709999999999999,0.2709999999999999,1,0.030864197530864196
101,17453,158,0.2889999999999999,0.2889999999999999,1,0.31645569620253167
102,17513,60,0.73,0.73,1,0.15
103,17673,160,0.2799999999999999,0.2799999999999999,1,0.20625
104,17756,83,0.6265000000000001,0.6265000000000001,1,0.03614457831325301
105,17956,200,0.0,0.0,0,0.13
106,18062,106,0.5229999999999999,0.5229999999999999,1,0.11320754716981132
107,18262,200,0.0,0.0,0,0.03
108,18356,94,0.577,0.577,1,0.06382978723404255
109,18556,200,0.0,0.0,0,0.15
110,18632,76,0.6579999999999999,0.6579999999999999,1,0.013157894736842105
111,18832,200,0.0,0.0,0,0.125
112,18937,105,0.5275,0.5275,1,0.02857142857142857
113,19014,77,0.6535,0.6535,1,0.16883116883116883
114,19053,39,0.8245,0.8245,1,0.02564102564102564
115,19201,148,0.33399999999999996,0.33399999999999996,1,0.013513513513513514
116,19300,99,0.5545,0.5545,1,0.010101010101010102
117,19346,46,0.7929999999999999,0.7929999999999999,1,0.15217391304347827
118,19546,200,0.0,0.0,0,0.035
119,19746,200,0.0,0.0,0,0.045
120,19858,112,0.4959999999999999,0.4959999999999999,1,0.026785714285714284
121,19934,76,0.6579999999999999,0.6579999999999999,1,0.013157894736842105
122,20095,161,0.27549999999999997,0.27549999999999997,1,0.006211180124223602
123,20194,99,0.5545,0.5545,1,0.010101010101010102
