step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.02325
20000,0.0,0.0,200.0,0.0615
30000,0.0,0.0,200.0,0.3395
40000,0.0,0.0,200.0,0.028
50000,0.0,0.0,200.0,0.067
60000,0.0,0.0,200.0,0.61325
70000,0.0,0.0,200.0,0.12225
80000,0.0,0.0,200.0,0.50625
90000,0.0,0.0,200.0,0.01025
100000,0.0,0.0,200.0,0.005
