step,tv_fraction_block,tv_fraction_cumulative,position_coverage,unique_positions,unique_abstract_states,unique_observations,rnd_error_inside,rnd_error_outside,intrinsic_raw_inside,intrinsic_raw_outside,intrinsic_normalized_inside,intrinsic_normalized_outside,mean_q_loss,mean_rnd_loss
1000,0.154,0.154,0.5,34,123,258,0.0075162449857679664,0.006777406914542753,0.0,0.0,0.0,0.0,0.0026739598251879215,0.006931946612894535
2000,0.137,0.1455,0.7058823529411765,48,171,440,0.000764821565337819,0.0003303754335171667,0.0065847519533640715,0.006304504764768125,2.731483687569072,2.551702776276863,0.00934963874524692,0.00036688655385296444
3000,0.139,0.14333333333333334,0.75,51,195,602,0.00010342313392442089,5.540932733301404e-05,2.9263266422132552e-05,2.4851115524933227e-05,0.009325998755312018,0.007927195139724993,0.008773210795130581,3.912287026651029e-05
4000,0.159,0.14725,0.75,51,200,765,5.765456644554239e-05,1.5953718895617018e-05,1.3952991574103564e-05,4.814065508790128e-06,0.004880238834880837,0.0016604959127870336,0.007629537067143246,2.2195368394022807e-05
5000,0.149,0.1476,0.8088235294117647,55,216,930,4.517878615971258e-05,1.643773919190116e-05,5.488682327512339e-06,3.0953682892686095e-06,0.002051001314214862,0.0011773964716543513,0.006740420835558325,1.4060850137866509e-05
6000,0.166,0.15066666666666667,0.8088235294117647,55,216,1096,3.579802416359335e-05,1.1902556574618081e-05,3.3925651179567677e-06,2.6229590766632305e-06,0.0013719182793280151,0.0010739093648573584,0.006045258947415278,1.0766729324586777e-05
7000,0.148,0.15028571428571427,0.9264705882352942,63,244,1270,3.015662956214156e-05,1.7899283931998558e-05,2.6769425428053205e-06,2.199493294284727e-06,0.0011561417355989095,0.0009597450435939736,0.005503266446641646,9.147443286110502e-06
8000,0.109,0.145125,0.9264705882352942,63,244,1379,2.6524864376678532e-05,1.0642401051485115e-05,2.1885129622581046e-06,2.746106482252219e-06,0.0010073263025437752,0.001266463800853065,0.005144194335793145,8.180134930853455e-06
9000,0.132,0.14366666666666666,0.9264705882352942,63,244,1511,2.530045991410258e-05,4.014567815785643e-06,1.340431791421989e-06,8.116263029439139e-07,0.0006460197338734384,0.0003970957413055185,0.004873344715451822,6.7811269445883225e-06
10000,0.198,0.1491,0.9264705882352942,63,244,1709,2.373223261394852e-05,1.077747691302118e-06,1.2662654130095192e-06,1.5744171588395055e-07,0.0006431992335595707,7.981271645502146e-05,0.004556379210436717,5.7842896926558755e-06
11000,0.283,0.16127272727272726,0.9264705882352942,63,244,1992,2.1541534970503575e-05,8.00266307249082e-07,1.3136853472020744e-06,1.390781113606693e-07,0.0006975896494027468,7.44735922092094e-05,0.004072985907725524,5.0918666634061085e-06
12000,0.203,0.16475,0.9264705882352942,63,244,2195,2.0458264289521457e-05,1.225940414236237e-06,1.0860164316739253e-06,1.9003993073968111e-07,0.000600481700504875,0.00010513782958251196,0.0035558680651593022,4.766370608422221e-06
13000,0.177,0.1656923076923077,0.9264705882352942,63,244,2372,1.9613187233429885e-05,1.6806574501225482e-06,1.203928098678102e-06,2.1946256609495202e-07,0.0006915318556215798,0.00012589547334103108,0.003401197696919553,4.36854141207732e-06
14000,0.125,0.16278571428571428,0.9264705882352942,63,244,2497,1.8506438442273066e-05,1.5268434842060483e-06,7.493443263228983e-07,1.4826908485637043e-07,0.00044635885773350325,8.771539396020321e-05,0.003143360127287451,4.033331280538732e-06
15000,0.224,0.16686666666666666,0.9264705882352942,63,244,2721,1.87255074572639e-05,1.1087555470126484e-06,9.558288565715754e-07,9.344852076575296e-08,0.0005872267418976533,5.748088650205912e-05,0.0028254144944949077,3.82625830775396e-06
16000,0.203,0.169125,0.9264705882352942,63,244,2924,1.7732043257915773e-05,5.204043599395294e-07,7.617754482036501e-07,7.16364394621203e-08,0.00048185213596270557,4.5597684596537124e-05,0.00280764037539484,3.6955242347858073e-06
17000,0.297,0.1766470588235294,0.9264705882352942,63,244,3221,1.7637163860664482e-05,3.566174557275275e-07,7.890859479486381e-07,2.470313311392824e-08,0.0005160772023434441,1.6094464153599018e-05,0.0024473911311943086,3.5405872228011505e-06
18000,0.273,0.182,0.9264705882352942,63,244,3494,1.6244636285908188e-05,3.744799945973981e-07,9.31314597380814e-07,6.331851100293204e-08,0.0006242392595061965,4.239966322821836e-05,0.0023516732376010624,3.5158469432872153e-06
19000,0.225,0.18426315789473685,0.9264705882352942,63,244,3719,1.573791830297624e-05,8.570929138375417e-07,8.948104570865528e-07,7.033247343205432e-08,0.0006157144214094445,4.840611334463274e-05,0.002251860247721197,3.380552083172006e-06
20000,0.356,0.19285,0.9264705882352942,63,244,4075,1.5936826737365e-05,3.282102611112395e-07,6.158343163160987e-07,2.767275976345434e-08,0.000434252883349051,1.9552754382058525e-05,0.0020734267001098487,3.4212163899383084e-06
21000,0.186,0.1925238095238095,0.9264705882352942,63,244,4261,1.5002018051413332e-05,2.9785323452321057e-07,8.321087510119723e-07,7.167002331167588e-08,0.0006023032616720606,5.18822138903175e-05,0.0019125163057760802,3.3179859760821272e-06
22000,0.16,0.19104545454545455,0.9264705882352942,63,244,4421,1.5016155455782609e-05,1.0422430392255576e-06,5.461191477706962e-07,1.0220116671685478e-07,0.0004041131155414159,7.555105972021885e-05,0.0019078910001408076,3.222880349596835e-06
23000,0.242,0.1932608695652174,0.9264705882352942,63,244,4663,1.4175096279254193e-05,5.121744399969005e-07,6.402291817285606e-07,4.57524981301789e-08,0.0004826471061650964,3.4545095118690047e-05,0.0018415654135897058,3.17755321441382e-06
24000,0.187,0.193,0.9264705882352942,63,244,4850,1.3720922088104221e-05,2.0045342837576938e-07,6.982681831059526e-07,3.4474532233167477e-08,0.0005385594846221076,2.656151964078102e-05,0.0017024268800159917,3.068780953640271e-06
25000,0.168,0.192,0.9264705882352942,63,244,5018,1.3998606459067342e-05,4.4069615769458073e-07,6.77685434203297e-07,6.280091867905978e-08,0.0005316370283074372,4.940851671471166e-05,0.0015991996570664923,2.9803837347799343e-06
26000,0.2,0.19230769230769232,0.9705882352941176,66,256,5230,1.2971285812000133e-05,9.52665500136618e-06,5.905052285015699e-07,5.078606381125894e-07,0.0004751882287864859,0.0004073109368181733,0.001647066498422646,3.042424413365552e-06
27000,0.134,0.19014814814814815,0.9852941176470589,67,260,5368,1.3322430100715928e-05,2.6333177178216686e-06,4.755372832624377e-07,1.9058809757281063e-07,0.0003881234780120346,0.0001551142178172853,0.001524693256127648,3.072076340572494e-06
28000,0.119,0.18760714285714286,1.0,68,263,5490,1.3287881703196463e-05,2.23121588537072e-06,5.34595188628755e-07,1.1283014178104428e-07,0.0004451892018276541,9.390950160846784e-05,0.001449105473337113,2.9669889834167407e-06
29000,0.205,0.18820689655172415,1.0,68,263,5695,1.280812266708292e-05,2.6847083297496787e-07,4.92844983676971e-07,2.9809019775832054e-08,0.00041757560655213843,2.5168069536961608e-05,0.0014252028491027887,2.882506714399824e-06
30000,0.161,0.1873,1.0,68,263,5856,1.2202721969199205e-05,6.987223643915943e-07,5.871569053128923e-07,6.651171016304828e-08,0.0005051631820436099,5.7212098786175956e-05,0.0013928766996104968,2.829317507803353e-06
31000,0.063,0.18329032258064515,1.0,68,263,5919,1.2894544946152203e-05,5.042797009330035e-07,5.920312885012078e-07,4.843873858592998e-08,0.0005152834921699442,4.234843747264184e-05,0.0013581448977201943,2.7386358363514775e-06
32000,0.107,0.18090625,1.0,68,263,6026,1.310219817513885e-05,3.7321137695719404e-07,4.799569970286216e-07,3.7904356875078156e-08,0.0004262105473013695,3.361171335951703e-05,0.0012166789382827118,2.6302654708274533e-06
33000,0.019,0.176,1.0,68,263,6045,1.2890171211964977e-05,4.35972191295652e-07,4.200206891063748e-07,4.980916953869664e-08,0.0003762847372026547,4.4848841816049345e-05,0.0013082286961653153,2.593909584561516e-06
34000,0.071,0.17291176470588235,1.0,68,263,6116,1.1924091793357356e-05,3.6427871102075036e-07,5.574026199354475e-07,5.282821556167141e-08,0.0005092556417304808,4.8275516291726115e-05,0.0012580356851976831,2.4538141777838974e-06
35000,0.042,0.16917142857142858,1.0,68,263,6158,1.3238010924829896e-05,3.1309793233782425e-07,6.143848709360186e-07,3.59201042206655e-08,0.0005707509084877759,3.3275275497529794e-05,0.0012869648662453984,2.3583514462757194e-06
