step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.0455
20000,0.0,0.0,200.0,0.045
30000,0.0,0.0,200.0,0.05225
40000,0.0,0.0,200.0,0.03675
50000,0.0,0.0,200.0,0.28725
60000,0.0,0.0,200.0,0.084
70000,0.0,0.0,200.0,0.02575
80000,0.0,0.0,200.0,0.03075
90000,0.0,0.0,200.0,0.0235
100000,0.0,0.0,200.0,0.019
