step,mean_extrinsic_return,success_rate,mean_episode_length,tv_fraction
0,0.0,0.0,200.0,0.005
10000,0.0,0.0,200.0,0.7485
20000,0.0,0.0,200.0,0.005
30000,0.0,0.0,200.0,0.012
40000,0.0,0.0,200.0,0.01925
50000,0.0,0.0,200.0,0.16325
60000,0.0,0.0,200.0,0.34375
70000,0.937,1.0,14.0,0.07142857142857142
80000,0.0,0.0,200.0,0.005
90000,0.0,0.0,200.0,0.05475
100000,0.0,0.0,200.0,0.01
