episode,end_step,length,extrinsic_return,shaped_return,success,tv_fraction
0,200,200,0.0,0.0,0,0.29
1,400,200,0.0,0.0,0,0.12
2,600,200,0.0,0.0,0,0.155
3,800,200,0.0,0.0,0,0.085
4,1000,200,0.0,0.0,0,0.285
5,1200,200,0.0,8.212322589433379,0,0.14
6,1400,200,0.0,5.27901679591401,0,0.235
7,1600,200,0.0,4.449554629788723,0,0.07
8,1800,200,0.0,4.187591251870938,0,0.1
9,1909,109,0.5095,2.672766378200768,1,0.03669724770642202
10,2109,200,0.0,1.8375733833344967,0,0.115
11,2309,200,0.0,0.005142887821913624,0,0.185
12,2509,200,0.0,0.01071272454050403,0,0.1
13,2709,200,0.0,0.023316956263840873,0,0.1
14,2909,200,0.0,0.027608377177625373,0,0.035
15,3109,200,0.0,0.007673289454025002,0,0.35
16,3309,200,0.0,0.0022690819485322376,0,0.07
17,3509,200,0.0,0.003019617046479669,0,0.085
18,3709,200,0.0,0.0024089509906227184,0,0.13
19,3909,200,0.0,0.008006688339130829,0,0.095
20,4109,200,0.0,0.0016340675912494933,0,0.15
21,4276,167,0.24850000000000005,0.2501536008380011,1,0.1497005988023952
22,4476,200,0.0,0.00203068580990054,0,0.23
23,4676,200,0.0,0.0009796775401016138,0,0.11
24,4876,200,0.0,0.0019966013604027677,0,0.17
25,5076,200,0.0,0.003481030830074715,0,0.04
26,5276,200,0.0,0.00017190709378244655,0,0.21
27,5476,200,0.0,0.0019456703848180316,0,0.225
28,5676,200,0.0,0.0016149517273905142,0,0.21
29,5876,200,0.0,0.002106179254164297,0,0.065
30,6076,200,0.0,0.005271380013414664,0,0.005
31,6196,120,0.45999999999999996,0.4610735714397559,1,0.08333333333333333
32,6396,200,0.0,0.00020138800669534146,0,0.21
33,6596,200,0.0,0.0031625388154543177,0,0.055
34,6796,200,0.0,0.000732814274649025,0,0.2
35,6996,200,0.0,0.0002900971910557407,0,0.09
36,7196,200,0.0,0.0004551684398317226,0,0.03
37,7396,200,0.0,0.0022018873690835368,0,0.015
38,7596,200,0.0,0.00026196101315450164,0,0.25
39,7796,200,0.0,0.006430627063521713,0,0.065
40,7996,200,0.0,0.00020905106743258252,0,0.135
41,8196,200,0.0,0.00032664036515982296,0,0.025
42,8396,200,0.0,0.00011997220996438905,0,0.275
43,8596,200,0.0,0.00015243249953748829,0,0.125
44,8796,200,0.0,0.0002447066071224643,0,0.165
45,8996,200,0.0,0.002309278889918098,0,0.005
46,9196,200,0.0,0.00024376325263040296,0,0.065
47,9396,200,0.0,0.0013020289846961172,0,0.025
48,9596,200,0.0,0.0014921921612552084,0,0.055
49,9796,200,0.0,0.000577642618753242,0,0.01
50,9996,200,0.0,0.00015390043812428685,0,0.11
51,10196,200,0.0,5.5939204098700784e-05,0,0.175
52,10396,200,0.0,0.00021921191402920895,0,0.04
53,10596,200,0.0,0.00010234620102143233,0,0.16
54,10660,64,0.712,0.7122795322605295,1,0.046875
55,10860,200,0.0,9.543274656968131e-05,0,0.14
56,11060,200,0.0,9.106128614791455e-05,0,0.19
57,11260,200,0.0,1.824536790384757e-05,0,0.04
58,11374,114,0.487,0.4871609942129703,1,0.03508771929824561
59,11574,200,0.0,0.0009982938381756532,0,0.02
60,11762,188,0.15400000000000003,0.15434194391669195,1,0.02127659574468085
61,11961,199,0.10450000000000004,0.10516022246517294,1,0.09045226130653267
62,12099,138,0.379,0.37931705711418207,1,0.08695652173913043
63,12206,107,0.5185,0.5185624518255483,1,0.009345794392523364
64,12272,66,0.703,0.7030576295862735,1,0.045454545454545456
65,12472,200,0.0,0.00010215136137345754,0,0.13
66,12543,71,0.6805,0.6805688847992459,1,0.07042253521126761
67,12743,200,0.0,8.710933429645e-05,0,0.035
68,12943,200,0.0,6.681867616095063e-05,0,0.095
69,13143,200,0.0,0.00034703630841243464,0,0.135
70,13243,100,0.55,0.5501054358527693,1,0.17
71,13433,190,0.14500000000000002,0.1454654704961297,1,0.015789473684210527
72,13486,53,0.7615,0.761579664472038,1,0.1320754716981132
73,13651,165,0.25750000000000006,0.25777336700803327,1,0.1393939393939394
74,13675,24,0.892,0.8920267062693862,1,0.125
75,13791,116,0.478,0.4784190298809707,1,0.02586206896551724
76,13836,45,0.7975,0.7977135439925565,1,0.06666666666666667
77,13883,47,0.7885,0.7885415719580299,1,0.14893617021276595
78,13956,73,0.6715,0.6716328477765383,1,0.1095890410958904
79,14066,110,0.5049999999999999,0.505029841228466,1,0.03636363636363636
80,14146,80,0.6399999999999999,0.6400779312334214,1,0.3
81,14197,51,0.7705,0.7705387460447454,1,0.0196078431372549
82,14306,109,0.5095,0.5095949966487018,1,0.027522935779816515
83,14506,200,0.0,7.083688929040822e-05,0,0.31
84,14560,54,0.757,0.7570389672278827,1,0.24074074074074073
85,14586,26,0.883,0.883035185319705,1,0.19230769230769232
86,14631,45,0.7975,0.7976136447850525,1,0.24444444444444444
87,14738,107,0.5185,0.5186490935002634,1,0.056074766355140186
88,14857,119,0.4645,0.4650911635763705,1,0.008403361344537815
89,14983,126,0.43299999999999994,0.4331945719678489,1,0.07142857142857142
90,15043,60,0.73,0.7300290495943225,1,0.016666666666666666
91,15112,69,0.6895,0.6895221220342046,1,0.014492753623188406
92,15140,28,0.874,0.8740118777982846,1,0.03571428571428571
93,15202,62,0.721,0.7210224381939334,1,0.27419354838709675
94,15308,106,0.5229999999999999,0.523122690308123,1,0.009433962264150943
95,15368,60,0.73,0.7300638612569469,1,0.08333333333333333
96,15429,61,0.7255,0.7255871897296253,1,0.08196721311475409
97,15492,63,0.7164999999999999,0.7165777144874879,1,0.015873015873015872
98,15553,61,0.7255,0.7256271407089825,1,0.08196721311475409
99,15616,63,0.7164999999999999,0.7165853548111099,1,0.1111111111111111
100,15722,106,0.5229999999999999,0.5234863217005443,1,0.04716981132075472
101,15864,142,0.361,0.3611345257371412,1,0.29577464788732394
102,16021,157,0.2935,0.29360272381503055,1,0.3057324840764331
103,16178,157,0.2935,0.2935310690272251,1,0.1464968152866242
104,16219,41,0.8155,0.8155270820790758,1,0.07317073170731707
105,16240,21,0.9055,0.9055058654725366,1,0.047619047619047616
106,16280,40,0.82,0.8200194338816039,1,0.025
107,16359,79,0.6445,0.6445527221598935,1,0.012658227848101266
108,16433,74,0.667,0.6670341093227468,1,0.1891891891891892
